[00:00.000 --> 00:00.840]  Exactly.
[02:25:55.100 --> 02:25:56.620]  Like I smoked that shit all through high school.
[02:25:56.620 --> 02:25:57.580]  It was devastating.
[02:25:57.580 --> 02:25:59.100]  It was some of the best weed.
[02:25:59.100 --> 02:26:01.580]  There was no one ever willing to give up a cut.
[02:26:01.580 --> 02:26:02.860]  When I talk about cuts to them,
[02:26:02.860 --> 02:26:04.780]  they just act like you weren't asking questions
[02:26:04.780 --> 02:26:06.060]  to them and shit.
[02:26:06.060 --> 02:26:08.420]  Like I used to buy it from this one fucking hippie dude
[02:26:08.420 --> 02:26:10.820]  that looked like Garth from Wayne's World.
[02:26:10.820 --> 02:26:12.380]  I bought it from him for years.
[02:26:12.380 --> 02:26:13.220]  He had a briefcase.
[02:26:13.220 --> 02:26:15.300]  He carried cat piss and fucking pills in.
[02:26:15.300 --> 02:26:16.940]  He traded cat piss for any pills
[02:26:16.940 --> 02:26:18.620]  or any amount of money you had.
[02:26:18.620 --> 02:26:19.740]  That's what he was doing.
[02:26:19.740 --> 02:26:20.700]  And all through high school,
[02:26:20.700 --> 02:26:22.500]  we'd go to his fucking apartment.
[02:26:22.540 --> 02:26:25.420]  I'd take cash and get me fucking cat piss
[02:26:25.420 --> 02:26:27.300]  every fucking Friday for the weekend.
[02:26:27.300 --> 02:26:30.180]  So I had cat piss and the fire OG that I was growing
[02:26:30.180 --> 02:26:31.020]  and my grape wreck.
[02:26:31.020 --> 02:26:31.860]  Those were the three lines
[02:26:31.860 --> 02:26:33.620]  that I carried around in high school.
[02:26:33.620 --> 02:26:35.140]  I carried a quarter pound of weed,
[02:26:35.140 --> 02:26:37.540]  two ounces of fire OG,
[02:26:37.540 --> 02:26:39.340]  an ounce of grape wreck and an ounce of cat piss.
[02:26:39.340 --> 02:26:42.100]  I had that shit in my drawers all the fucking time.
[02:26:42.100 --> 02:26:43.660]  I was getting fucking high.
[02:26:43.660 --> 02:26:45.100]  That's just what I knew.
[02:26:45.100 --> 02:26:48.100]  And before that, I was always smoking Afghanis shit
[02:26:48.100 --> 02:26:50.820]  in the eighties before we got busted in 88.
[02:26:50.820 --> 02:26:53.940]  I was smoking a Landrace Afghani that I know.
[02:26:53.940 --> 02:26:56.580]  They were a very broad leaf,
[02:26:56.580 --> 02:26:58.140]  but they all had different structures.
[02:26:58.140 --> 02:26:59.860]  Some were very short plants
[02:26:59.860 --> 02:27:02.740]  and some could get pretty fucking big,
[02:27:02.740 --> 02:27:05.740]  but they were all very hash dominant.
[02:27:07.020 --> 02:27:08.900]  Some of them would be very sour.
[02:27:08.900 --> 02:27:10.500]  There would be some sweet cuts.
[02:27:10.500 --> 02:27:12.220]  What you got going there, brother?
[02:27:12.220 --> 02:27:15.100]  Oh, this is some purple PCK that I got.
[02:27:15.100 --> 02:27:16.580]  The PCK.
[02:27:16.580 --> 02:27:18.900]  Are you finding a lot of irrigation in that thing?
[02:27:19.700 --> 02:27:21.860]  Or any kind of a mutation on the leaf?
[02:27:21.860 --> 02:27:24.300]  Like as it goes out of clone into veg
[02:27:24.300 --> 02:27:25.780]  and start speeding up growth?
[02:27:27.820 --> 02:27:30.860]  There was some mutations in the,
[02:27:30.860 --> 02:27:31.740]  when I first got this,
[02:27:31.740 --> 02:27:33.940]  the guy that read it like six generations,
[02:27:33.940 --> 02:27:35.540]  like I thought I had that out.
[02:27:35.540 --> 02:27:39.020]  And there was like pencil leaf narrow in the male,
[02:27:39.020 --> 02:27:41.580]  some of the males just wouldn't put off any pollen.
[02:27:42.900 --> 02:27:46.820]  I'm not really seeing it now four more generations into it.
[02:27:46.820 --> 02:27:48.980]  I know, I think you got ahold of some of that seed
[02:27:48.980 --> 02:27:53.060]  that came from a couple of generations out from me.
[02:27:53.060 --> 02:27:53.900]  Screw some of you.
[02:27:53.900 --> 02:27:55.140]  Well, I did get some of those,
[02:27:55.140 --> 02:27:57.060]  but I also used the cannabiogen.
[02:27:57.060 --> 02:27:58.780]  I did them next to each other.
[02:27:58.780 --> 02:28:01.460]  I crossed mine to a cannabiogen selection,
[02:28:01.460 --> 02:28:02.580]  my Redwood Cush.
[02:28:02.580 --> 02:28:05.180]  And out of that came these fucking leaves
[02:28:05.180 --> 02:28:07.460]  that look like saw blades.
[02:28:07.460 --> 02:28:10.660]  They're fucking, they're thin as hell.
[02:28:10.660 --> 02:28:14.540]  I mean, they're like a man, a quarter inch wide
[02:28:14.540 --> 02:28:18.900]  and the serrations on them are fucking like a half inch long
[02:28:18.900 --> 02:28:22.100]  that plant looks like blades that come out of that cross.
[02:28:22.100 --> 02:28:26.340]  It also did that with my, with the ghost of poor Royale.
[02:28:26.340 --> 02:28:28.380]  So I did two crosses with the same mother
[02:28:28.380 --> 02:28:30.380]  and I'm getting F1s that pop out of that
[02:28:30.380 --> 02:28:32.340]  that are showing that same expression.
[02:28:32.340 --> 02:28:35.740]  But the mom myself that I used, she doesn't show that,
[02:28:35.740 --> 02:28:38.220]  but she does show a variegation.
[02:28:38.220 --> 02:28:40.860]  She'll like half the leaves will turn white
[02:28:40.860 --> 02:28:42.500]  on different times of growth.
[02:28:42.500 --> 02:28:45.740]  So when she starts to speed up growth out of clone,
[02:28:45.740 --> 02:28:47.540]  she has, goes through a amino slip
[02:28:47.540 --> 02:28:51.620]  and starts to need to have a higher amount of amino acids.
[02:28:51.620 --> 02:28:54.020]  Some of the leaves just completely will turn white
[02:28:54.020 --> 02:28:57.060]  on one side of the leaf and they'll start to twist.
[02:28:57.060 --> 02:28:59.900]  I haven't had any of that kind of variegation,
[02:28:59.900 --> 02:29:02.820]  but if you've seen what I'm calling my Zac-istani Cush,
[02:29:02.820 --> 02:29:05.340]  I get stuff where it's a fuchsia purple
[02:29:05.340 --> 02:29:06.540]  on the bottom side of the leaf
[02:29:06.540 --> 02:29:09.020]  and a bright green on top of the leaf.
[02:29:09.020 --> 02:29:11.340]  That's a pretty cool thing.
[02:29:11.700 --> 02:29:15.260]  The flowers go through this fuchsia orange
[02:29:15.260 --> 02:29:19.220]  and yellow flame at the beginning to a dark, dark purple,
[02:29:19.220 --> 02:29:21.020]  or some of them are almost a blue at the beginning
[02:29:21.020 --> 02:29:25.140]  and finish with that orange and fuchsia flame.
[02:29:25.140 --> 02:29:29.620]  It's a pretty cool little sidetrack I've inbred.
[02:29:29.620 --> 02:29:33.260]  And it's got some pretty good potency too
[02:29:33.260 --> 02:29:36.260]  that the reds and purples don't tend to keep.
[02:29:36.260 --> 02:29:39.340]  It's a fun thing to mess around with,
[02:29:39.340 --> 02:29:42.500]  to get a base genetic or even just as itself.
[02:29:43.540 --> 02:29:45.580]  What makes a Cush a Cush?
[02:29:45.580 --> 02:29:47.100]  I'm reading the comments, I'm sorry.
[02:29:47.100 --> 02:29:48.940]  What makes a Cush a Cush?
[02:29:48.940 --> 02:29:50.740]  What makes a Cush a Cush?
[02:29:50.740 --> 02:29:52.580]  There's different things that can make Cush a Cush,
[02:29:52.580 --> 02:29:54.460]  but a Cush, a true Cush should come
[02:29:54.460 --> 02:29:57.460]  from the Cush Mountain Range in Afghanistan.
[02:29:57.460 --> 02:30:00.500]  That's what a true land-raised Cush would be.
[02:30:00.500 --> 02:30:04.620]  It's not Afghanis, it's a Afghani from the Cush region.
[02:30:04.620 --> 02:30:06.620]  So that's what makes a Cush a Cush.
[02:30:06.660 --> 02:30:09.460]  But when you get into commercial cannabis,
[02:30:09.460 --> 02:30:11.780]  what makes Cush a Cush is whatever the fuck
[02:30:11.780 --> 02:30:14.100]  you guys will buy with the word Cush after it.
[02:30:15.540 --> 02:30:16.380]  That's why I said it's two different things.
[02:30:16.380 --> 02:30:18.860]  A lot of Afghanis just got called Cush
[02:30:18.860 --> 02:30:20.740]  for a couple of reasons.
[02:30:20.740 --> 02:30:25.200]  The highland areas that make up the Hindu Cush region,
[02:30:26.160 --> 02:30:28.460]  all rivers kind of flow down from there.
[02:30:28.460 --> 02:30:31.900]  And so in just the way people generalize stuff
[02:30:31.900 --> 02:30:33.600]  and put things into boxes,
[02:30:33.600 --> 02:30:36.380]  we just ended up calling a lot of the Northern Afghan
[02:30:37.140 --> 02:30:38.020]  stuff got called Cush.
[02:30:38.020 --> 02:30:40.260]  And also a lot of that stuff did derive originally
[02:30:40.260 --> 02:30:44.540]  from those high alpine ranges and come spreading out
[02:30:44.540 --> 02:30:45.800]  in all directions there.
[02:30:46.740 --> 02:30:49.900]  So that's really, there's different,
[02:30:52.020 --> 02:30:55.100]  there's different word etymology or study
[02:30:55.100 --> 02:30:57.500]  as to what the word Cush actually means.
[02:30:57.500 --> 02:30:58.340]  And that land-
[02:30:58.340 --> 02:31:00.380]  Yeah, I've heard it means death or kill,
[02:31:00.380 --> 02:31:02.420]  the word breaks down to.
[02:31:02.420 --> 02:31:05.460]  And it has, that's like a 14,000 foot pass
[02:31:05.460 --> 02:31:10.380]  that people would go intercontinental transition
[02:31:10.380 --> 02:31:12.220]  back in the day, thousands of years ago
[02:31:12.220 --> 02:31:14.020]  and whole tribes would get wiped out up there
[02:31:14.020 --> 02:31:15.260]  just by the weather,
[02:31:15.260 --> 02:31:18.980]  moving across from Afghanistan into India
[02:31:18.980 --> 02:31:20.780]  type of movements, right?
[02:31:21.900 --> 02:31:24.060]  And people get confused with the Cush people
[02:31:24.060 --> 02:31:29.060]  of Northern Africa, but that's not the same thing at all.
[02:31:29.100 --> 02:31:33.500]  So don't confuse that with that word.
[02:31:34.500 --> 02:31:36.700]  Yeah, everyone just threw Cush on
[02:31:36.700 --> 02:31:38.180]  cause it sounds cool.
[02:31:38.180 --> 02:31:39.020]  Right?
[02:31:39.020 --> 02:31:42.060]  Yeah, that's how the skunk got put on everything too, right?
[02:31:42.060 --> 02:31:44.300]  As soon as everybody in high school
[02:31:44.300 --> 02:31:47.180]  or in the marketing of that time period
[02:31:47.180 --> 02:31:49.620]  that wants to buy shit starts to decide
[02:31:49.620 --> 02:31:52.140]  they wanna buy the shit that's got that name on it.
[02:31:52.140 --> 02:31:54.100]  Everything starts to get that name on it.
[02:31:54.100 --> 02:31:55.740]  Dispensaries were doing it.
[02:31:55.740 --> 02:31:58.060]  You're fucking guaranteed the dude you were buying
[02:31:58.060 --> 02:31:59.340]  weed out of a microwave from
[02:31:59.340 --> 02:32:00.700]  in the fucking apartment complex
[02:32:00.700 --> 02:32:02.220]  was naming whatever the fuck he had,
[02:32:02.220 --> 02:32:03.820]  whatever you were gonna buy.
[02:32:03.820 --> 02:32:06.340]  So that's why I'm always telling people
[02:32:06.340 --> 02:32:07.820]  if you didn't buy the seeds and grow them,
[02:32:07.820 --> 02:32:09.540]  how do you know what you fucking smoked
[02:32:09.540 --> 02:32:11.420]  or had was actually that back in the day?
[02:32:11.420 --> 02:32:13.340]  Like skunk, there's a lot of weed
[02:32:13.340 --> 02:32:14.860]  that can carry that terpene profile
[02:32:14.860 --> 02:32:16.900]  that were not that seed line.
[02:32:16.900 --> 02:32:20.100]  So you could have got Afghanis that had that line.
[02:32:20.100 --> 02:32:22.540]  There's even hazes that can smell skunky and shit.
[02:32:23.420 --> 02:32:25.460]  I mean, when you make a hybrid,
[02:32:25.460 --> 02:32:27.740]  you can get skunks out of all kinds of different hybrids.
[02:32:27.740 --> 02:32:31.180]  And then people are like, I had skunk, man.
[02:32:31.180 --> 02:32:32.860]  And like, did you buy the seeds and grow them?
[02:32:32.860 --> 02:32:33.940]  And when did you do it?
[02:32:33.940 --> 02:32:36.500]  That's exactly what's happening with that right there.
[02:32:36.500 --> 02:32:37.500]  It's the same type of thing.
[02:32:37.500 --> 02:32:39.820]  Your dealer, whoever it was at that time,
[02:32:39.820 --> 02:32:42.380]  was selling you what you were gonna buy.
[02:32:42.380 --> 02:32:44.180]  You could not prove what was in the jar
[02:32:44.180 --> 02:32:46.980]  came off the plant that actually bared that name.
[02:32:49.500 --> 02:32:50.340]  Unless you're experienced.
[02:32:50.340 --> 02:32:53.260]  I got a question about the PC cave to you guys.
[02:32:53.260 --> 02:32:55.580]  Cause I've played with that stuff a little bit.
[02:32:55.580 --> 02:33:00.580]  And first Toad, you, oh, I'm talking to mama.
[02:33:00.700 --> 02:33:02.660]  Oh, my mom was just telling me
[02:33:02.660 --> 02:33:03.940]  she's about to announce the verdict
[02:33:03.940 --> 02:33:06.020]  on the trial that's happening right now.
[02:33:07.740 --> 02:33:08.900]  Oh.
[02:33:08.900 --> 02:33:09.740]  Oh.
[02:33:10.780 --> 02:33:14.060]  Yeah, that's what she just passed the adult.
[02:33:14.060 --> 02:33:15.460]  The Chauvin trial right now,
[02:33:15.460 --> 02:33:17.460]  they're about to tell everybody if he's guilty
[02:33:17.460 --> 02:33:19.580]  or if he's innocent.
[02:33:19.580 --> 02:33:22.420]  So shit's about to go down, man.
[02:33:22.420 --> 02:33:23.580]  But go ahead, brother.
[02:33:26.380 --> 02:33:27.220]  Yeah, on the PC cave.
[02:33:27.220 --> 02:33:28.580]  I'm listening and watering right now.
[02:33:28.620 --> 02:33:31.420]  So don't mind my odd posture.
[02:33:31.420 --> 02:33:34.740]  Did you successfully find a watering can?
[02:33:35.580 --> 02:33:38.060]  I did no watering, no hand watering cans
[02:33:38.060 --> 02:33:42.060]  at any thrift shop, dollar store, home.
[02:33:44.180 --> 02:33:47.620]  Let's see, I went into Lowe's, I went into Walmart.
[02:33:47.620 --> 02:33:50.940]  And none of the places have a hand watering can
[02:33:50.940 --> 02:33:52.980]  anymore with the little holes on the top.
[02:33:52.980 --> 02:33:57.980]  And it was $10 for a hose-in sprayer.
[02:33:59.060 --> 02:34:02.260]  If you bought it full of Miracle-Gro,
[02:34:02.260 --> 02:34:04.700]  and it was $15 to buy an empty one.
[02:34:04.700 --> 02:34:07.380]  And so I did not buy a hose-in sprayer.
[02:34:07.380 --> 02:34:10.220]  I'm gonna take a milk jug, punch a bunch of holes in it.
[02:34:10.220 --> 02:34:14.060]  And I need to disperse nematodes.
[02:34:14.060 --> 02:34:17.180]  And in order to do that,
[02:34:17.180 --> 02:34:19.740]  you need some sort of watering can device
[02:34:19.740 --> 02:34:21.140]  or hose-in sprayer.
[02:34:21.140 --> 02:34:26.140]  And so I'm just gonna make my own recycle,
[02:34:26.460 --> 02:34:29.380]  do some use and it was like,
[02:34:29.380 --> 02:34:32.180]  can I just spray all that Miracle-Gro on my front lawn?
[02:34:32.180 --> 02:34:33.620]  What do you think?
[02:34:33.620 --> 02:34:35.980]  Yeah, there's like too much pressure going through there.
[02:34:35.980 --> 02:34:38.060]  It'll kill the little bugs, right?
[02:34:38.060 --> 02:34:39.140]  Yeah, I think so.
[02:34:39.140 --> 02:34:43.060]  There's, I was reading, I got it from Nature's Good Guys.
[02:34:43.060 --> 02:34:45.620]  I'm pretty sure they said you set it at a certain setting
[02:34:45.620 --> 02:34:47.420]  and it should be good on the hose-in.
[02:34:47.420 --> 02:34:49.980]  But I'm just gonna, like I said,
