[00:00.000 --> 00:00.840]  How you doing?
[01:47:56.070 --> 01:47:58.230]  And that's, and originally they wanted us
[01:47:58.230 --> 01:48:00.230]  to all grow from fem stock.
[01:48:00.230 --> 01:48:02.470]  That was the way that they explained it to me.
[01:48:02.470 --> 01:48:06.350]  And I was like, no, hitting the letter on, you know,
[01:48:06.350 --> 01:48:08.950]  all the pitfalls of working with feminized seed.
[01:48:08.950 --> 01:48:10.830]  But, you know, if you're gonna be breeding
[01:48:10.830 --> 01:48:13.390]  outside these days, it really is a challenge.
[01:48:13.390 --> 01:48:14.710]  It really, no matter where you're at,
[01:48:14.710 --> 01:48:16.830]  because so many people are actually growing.
[01:48:16.830 --> 01:48:19.950]  I mean, you have no way to control what, you know,
[01:48:19.950 --> 01:48:21.230]  what can vector on your plants.
[01:48:21.230 --> 01:48:23.230]  You know, is that pollen the pollen you put on there?
[01:48:23.230 --> 01:48:26.510]  Is it, you know, is it from your neighbor down the road?
[01:48:26.510 --> 01:48:27.670]  You just don't know.
[01:48:27.670 --> 01:48:28.510]  So really these days-
[01:48:28.510 --> 01:48:30.150]  Growing in the off season.
[01:48:30.150 --> 01:48:30.990]  What's that?
[01:48:30.990 --> 01:48:33.150]  Growing in the off season.
[01:48:34.230 --> 01:48:35.430]  Ooh.
[01:48:35.430 --> 01:48:36.270]  Say it again.
[01:48:37.630 --> 01:48:38.670]  I think there's a lot of benefits
[01:48:38.670 --> 01:48:40.470]  to growing in the off season.
[01:48:41.310 --> 01:48:42.590]  Seed cultivation.
[01:48:44.110 --> 01:48:46.230]  I just, you know, there's, it depends on the region too.
[01:48:46.230 --> 01:48:49.150]  I think California, Oregon, Colorado, you know,
[01:48:49.150 --> 01:48:51.950]  you're in danger if you go in the regular summer
[01:48:51.950 --> 01:48:52.910]  full term season,
[01:48:52.910 --> 01:48:55.830]  you're running the risk of cross contamination.
[01:48:55.830 --> 01:48:57.590]  Absolutely. Absolutely.
[01:48:58.750 --> 01:49:00.870]  But one of the benefits from a seed outside,
[01:49:00.870 --> 01:49:04.070]  they just have so much protective coating.
[01:49:04.070 --> 01:49:09.070]  And for some reason, I feel like the seed stocks viable
[01:49:09.150 --> 01:49:12.830]  for a lot longer than sometimes what's produced indoors.
[01:49:12.830 --> 01:49:14.910]  It just seems like a heartier seed stock.
[01:49:16.070 --> 01:49:19.150]  Your beans are a lot, you know, they're dark, they're oily.
[01:49:19.150 --> 01:49:19.990]  They have, you know,
[01:49:19.990 --> 01:49:22.510]  they're ready to be stored for quite a long time.
[01:49:22.510 --> 01:49:23.630]  They don't crush easily.
[01:49:23.630 --> 01:49:24.470]  They're dense.
[01:49:24.470 --> 01:49:25.830]  Yeah. They're amazing.
[01:49:25.830 --> 01:49:27.510]  When you have a really good outdoor, you know,
[01:49:27.510 --> 01:49:29.830]  successful, you know, breeding project going on
[01:49:29.830 --> 01:49:31.630]  when it comes to that.
[01:49:31.630 --> 01:49:33.750]  And I think the size of the seed,
[01:49:33.750 --> 01:49:36.230]  really that's dependent on the varietal.
[01:49:36.230 --> 01:49:37.390]  You know, it's genetic.
[01:49:37.390 --> 01:49:38.750]  You know, we know that.
[01:49:39.430 --> 01:49:40.670]  But I don't think that growing outside
[01:49:40.670 --> 01:49:42.510]  is gonna really produce bigger seeds
[01:49:42.510 --> 01:49:46.030]  than what that same variety would do indoors.
[01:49:46.030 --> 01:49:49.750]  Well, the one thing I would say about that is pistil though,
[01:49:49.750 --> 01:49:52.230]  because a lot of times when you have that outdoor expression
[01:49:52.230 --> 01:49:54.350]  your pistil and your vacuole is a little larger.
[01:49:54.350 --> 01:49:56.750]  So when it does accept that pollen, you know,
[01:49:58.150 --> 01:49:59.110]  I definitely kind of,
[01:49:59.110 --> 01:50:01.670]  cause I did the same exact plants side by side,
[01:50:01.670 --> 01:50:03.950]  time by time, same like process.
[01:50:03.950 --> 01:50:06.470]  And, but when you looked at the overall expression
[01:50:06.470 --> 01:50:07.470]  in the outdoor flower,
[01:50:07.470 --> 01:50:09.790]  it was larger when it received that pollen.
[01:50:09.790 --> 01:50:11.510]  So maybe that plays in, but you know,
[01:50:11.510 --> 01:50:13.390]  that's just me being a speculator.
[01:50:13.390 --> 01:50:15.910]  I would say my thought on that would be that
[01:50:15.910 --> 01:50:18.430]  if you take a plant grown indoors and outdoors,
[01:50:18.430 --> 01:50:20.550]  if you're growing under high pressure lights
[01:50:20.550 --> 01:50:23.590]  that are intense lights, you're gonna get a,
[01:50:23.590 --> 01:50:25.110]  you know, much denser bud.
[01:50:25.110 --> 01:50:27.190]  And so the seeds aren't gonna get as big
[01:50:27.190 --> 01:50:29.910]  because the calyx gets so much more swollen
[01:50:29.910 --> 01:50:32.630]  on indoor crops than outdoor crops typically.
[01:50:32.630 --> 01:50:35.350]  So, I mean, that's my experience going with,
[01:50:35.350 --> 01:50:37.550]  you know, I've only, I haven't done other tests,
[01:50:37.550 --> 01:50:40.550]  but I've done side by side that one time, two years ago.
[01:50:40.550 --> 01:50:44.150]  And I mean, significantly different seeds, same shape,
[01:50:44.150 --> 01:50:47.350]  but actually bigger seeds outdoors.
[01:50:47.350 --> 01:50:49.390]  Well, and it also with the fluorescent,
[01:50:49.390 --> 01:50:51.630]  you'll get a smaller, lighter seed that the breeders
[01:50:51.630 --> 01:50:53.270]  that worked with us that use fluorescents,
[01:50:53.270 --> 01:50:55.350]  there's definitely a difference between the seed,
[01:50:55.350 --> 01:50:57.990]  the appearance of the seed between fluorescent,
[01:50:58.830 --> 01:51:00.790]  metal halide and outdoor.
[01:51:00.790 --> 01:51:03.150]  The color and the size,
[01:51:03.150 --> 01:51:05.910]  maybe not quite as much difference
[01:51:05.910 --> 01:51:10.190]  between the high pressure or the high pressure sodium
[01:51:10.190 --> 01:51:12.790]  versus outdoor versus fluorescent
[01:51:12.790 --> 01:51:14.510]  versus high pressure sodium.
[01:51:14.510 --> 01:51:16.870]  But most definitely on the fluorescents,
[01:51:16.870 --> 01:51:19.470]  they're much lighter and smaller.
[01:51:19.470 --> 01:51:20.310]  And they actually-
[01:51:20.310 --> 01:51:21.910]  It's the same thing.
[01:51:21.910 --> 01:51:22.910]  You know, that's one of the things
[01:51:22.910 --> 01:51:25.710]  when I made a bunch of seed with the LEC630
[01:51:25.710 --> 01:51:27.510]  when they came out and I actually gave him the sub,
[01:51:27.510 --> 01:51:28.590]  he was like, oh, these aren't done.
[01:51:28.590 --> 01:51:30.350]  And I was like, no, they have a hundred percent germ rate.
[01:51:30.350 --> 01:51:32.030]  They're just a lot lighter.
[01:51:32.790 --> 01:51:35.230]  You know, so all the seeds were viable,
[01:51:35.230 --> 01:51:36.190]  but he was just like, no, no,
[01:51:36.190 --> 01:51:37.830]  they don't have deep dark tiger striping.
[01:51:37.830 --> 01:51:39.550]  I'm just like, they're just grown
[01:51:39.550 --> 01:51:41.350]  under a less dense lighting.
[01:51:41.350 --> 01:51:44.190]  And yes, absolutely, Jill's 100% right with that.
[01:51:46.670 --> 01:51:50.070]  So let's kind of talk about what you guys are doing now.
[01:51:50.070 --> 01:51:52.430]  Jill, you want to talk about your new projects?
[01:51:54.470 --> 01:51:59.470]  I just released a feminized line from my purple Afghani.
[01:52:00.230 --> 01:52:02.510]  Those have come out really good through the year
[01:52:02.510 --> 01:52:04.710]  now that they've been running.
[01:52:04.710 --> 01:52:08.470]  I'm working on finishing out testing on jelly bean line.
[01:52:08.470 --> 01:52:11.250]  Like I had said earlier, I have some flavors.
[01:52:12.110 --> 01:52:13.870]  I'm using a jelly bean mill
[01:52:13.870 --> 01:52:17.150]  and crossing it with several different things.
[01:52:17.150 --> 01:52:19.310]  And so I have some in testing right now
[01:52:19.310 --> 01:52:21.390]  and I have more still coming
[01:52:21.390 --> 01:52:24.850]  than I'm going to be making from that as far as regular.
[01:52:25.730 --> 01:52:29.690]  I have a collaboration with the Gorilla Glue family.
[01:52:29.690 --> 01:52:31.930]  So we have jelly glue.
[01:52:31.930 --> 01:52:33.890]  Right now I've made it in regular
[01:52:33.890 --> 01:52:36.810]  and this fall or winter,
[01:52:36.810 --> 01:52:38.850]  I'm going to be doing a feminized run
[01:52:38.850 --> 01:52:42.610]  and making a lot of the jelly bean candy flavors,
[01:52:42.610 --> 01:52:47.290]  fruit flavors, feminized as well as jelly glue feminized.
[01:52:47.290 --> 01:52:49.490]  And then I'm going to go back and work
[01:52:49.490 --> 01:52:50.890]  on the Agent Orange line
[01:52:50.890 --> 01:52:54.770]  and a few of the other old TGA strains.
[01:52:55.690 --> 01:52:58.690]  I just finished, I'll have released at the end of the week,
[01:52:58.690 --> 01:53:00.930]  Plush Fairy with the original parents
[01:53:00.930 --> 01:53:04.090]  and Queen Anne's Revenge with the original parents.
[01:53:04.930 --> 01:53:07.650]  And I just, it's,
[01:53:08.670 --> 01:53:10.810]  I call it previously known as Quirkle.
[01:53:10.810 --> 01:53:13.170]  It's still the same cross.
[01:53:13.170 --> 01:53:15.090]  It's a different phenotype of purple Urkel.
[01:53:15.090 --> 01:53:18.350]  This one came from CSI Humboldt as his breeding mom.
[01:53:18.350 --> 01:53:21.530]  So I would assume it to be as good or better
[01:53:21.530 --> 01:53:22.930]  but it still has to go through testing
[01:53:22.930 --> 01:53:27.330]  because it's different mom, same male and also the flave.
[01:53:27.330 --> 01:53:28.890]  I'm using a peach Romulan now
[01:53:28.890 --> 01:53:31.610]  which came from Radio Ridge Nursery.
[01:53:31.610 --> 01:53:34.250]  So of course that has to also be in testing
[01:53:34.250 --> 01:53:39.250]  and a new cross with T-1000 and Space Queen as well.
[01:53:40.370 --> 01:53:42.330]  Awesome, so where can people get your seeds
[01:53:42.330 --> 01:53:44.450]  if they're interested in purchasing them?
[01:53:44.450 --> 01:53:48.290]  I have a website and on my website, there's a vendor list
[01:53:48.290 --> 01:53:50.930]  and all of those vendors should have stock
[01:53:50.930 --> 01:53:53.490]  and if they don't just let them know.
[01:53:53.490 --> 01:53:57.890]  Awesome, so Jinx, let's talk about autism awareness.
[01:53:57.890 --> 01:53:59.370]  You know, you've been doing that for a long time.
[01:53:59.370 --> 01:54:01.650]  If you wanna dive into that and also Oklahoma,
[01:54:01.650 --> 01:54:03.650]  I heard you've been working in Oklahoma.
[01:54:07.150 --> 01:54:09.830]  I think you're muted, lower left-hand side.
[01:54:11.830 --> 01:54:13.390]  Yeah, I'm sorry about that.
[01:54:13.390 --> 01:54:16.030]  Yeah, definitely, that's always been a passion of ours
[01:54:16.030 --> 01:54:18.630]  since our son became autistic.
[01:54:18.630 --> 01:54:21.150]  A lot of people don't know that a lot of children
[01:54:21.150 --> 01:54:23.190]  aren't born autistic, they become autistic.
[01:54:24.030 --> 01:54:25.670]  It's a very common thing,
[01:54:25.670 --> 01:54:27.030]  and I think that's one of the things
[01:54:27.030 --> 01:54:28.790]  that's really, really important.
[01:54:28.790 --> 01:54:30.910]  I mean, when we started out,
[01:54:30.910 --> 01:54:33.790]  I think it was around the time when my son was born.
[01:54:33.790 --> 01:54:38.790]  I think my son, Jinxie Jr. was 100% typical child,
[01:54:39.110 --> 01:54:40.750]  beyond typical, you know what I mean?
[01:54:40.750 --> 01:54:42.830]  As far as what he would eat, what he would do,
[01:54:42.830 --> 01:54:45.350]  you know, meeting all the mile markers and all that.
[01:54:45.350 --> 01:54:48.590]  And then one day we noticed he just started changing,
[01:54:48.590 --> 01:54:50.470]  he stopped eating, like even now,
[01:54:50.470 --> 01:54:52.630]  he only eats a couple of things.
[01:54:53.030 --> 01:54:53.950]  He's a big deal, you know what I mean?
[01:54:53.950 --> 01:54:57.310]  Then all of a sudden we noticed he wasn't eating anything.
[01:54:57.310 --> 01:54:59.470]  And a lot of autistic people call it the brown diet.
[01:54:59.470 --> 01:55:00.910]  They only eat things that are brown,
[01:55:00.910 --> 01:55:05.110]  chicken nuggets, cookies, French fries, stuff like that.
[01:55:05.110 --> 01:55:09.670]  So, you know, there wasn't a lot of info on it.
[01:55:09.670 --> 01:55:14.670]  So, you know, with the mercy of the internet
[01:55:14.990 --> 01:55:18.150]  and stuff like that, we just started researching ourselves
[01:55:18.150 --> 01:55:20.550]  because doctors were trying to give us pills
[01:55:20.550 --> 01:55:21.630]  that were just not good.
[01:55:21.630 --> 01:55:23.350]  One of them was the Risperdal,
[01:55:23.350 --> 01:55:26.470]  which makes men grow lactating breast, you know?
[01:55:26.470 --> 01:55:28.790]  And Fight Club, that's the drug
[01:55:28.790 --> 01:55:31.590]  that Meat Loaf mentions he's using, you know?
[01:55:31.590 --> 01:55:32.670]  What do they call them?
[01:55:32.670 --> 01:55:34.070]  Big Tits Bob or whatever.
[01:55:34.070 --> 01:55:36.150]  And, you know, so we were about to give our kid that.
[01:55:36.150 --> 01:55:40.110]  So we started indulging in the internet,
[01:55:40.110 --> 01:55:42.830]  the cannabis community and stuff like that,
[01:55:42.830 --> 01:55:46.110]  and just trying to deal with it ourselves.
[01:55:46.110 --> 01:55:49.670]  Because of that, we started to run into so many families.
[01:55:49.710 --> 01:55:51.910]  If you mention autism somewhere,
[01:55:51.910 --> 01:55:55.230]  somebody will say, oh, my cousin or my friend's kid.
[01:55:55.230 --> 01:55:57.470]  I mean, it's an epidemic now.
[01:55:57.470 --> 01:55:59.870]  So we were running into so many families
[01:55:59.870 --> 01:56:01.910]  that weren't as fortunate as us.
[01:56:01.910 --> 01:56:04.830]  So that's when I approached Sub,
[01:56:04.830 --> 01:56:06.750]  like, you know, let's do a charity show.
[01:56:06.750 --> 01:56:08.190]  And like, you know, I was showing you guys earlier,
[01:56:08.190 --> 01:56:09.110]  Odie knows what's up.
[01:56:09.110 --> 01:56:12.150]  That's my, you know, some cool school of day.
[01:56:12.150 --> 01:56:16.270]  And me, Sub, Jill, Odie, Dioxide,
[01:56:16.270 --> 01:56:17.990]  you know, a bunch of us, we put together a show
[01:56:17.990 --> 01:56:20.470]  where you paid 60 bucks to get in.
[01:56:20.470 --> 01:56:22.350]  Sub was gonna teach you just about everything
[01:56:22.350 --> 01:56:23.790]  he knew about growing.
[01:56:23.790 --> 01:56:26.190]  Odie and, I'm sorry, Pat,
[01:56:26.190 --> 01:56:28.190]  I can't remember if you were there or not.
[01:56:29.590 --> 01:56:30.510]  Oh, he's muted, sorry.
[01:56:30.510 --> 01:56:31.870]  Sorry, Pat, you're muted.
[01:56:31.870 --> 01:56:33.670]  I wasn't there at that.
