[00:00.000 --> 00:01.280]  good connectivity there, Nick.
[01:55:36.670 --> 01:55:43.350]  Please, I guess, just like I don't know, teach me on these lights
[01:55:43.350 --> 01:55:50.750]  because as you know, I'm trying to look into looking into
[01:55:51.190 --> 01:55:56.150]  I'm looking at it like some really expensive LED lights.
[01:55:56.150 --> 01:56:02.350]  And I was looking into them and then also the first lights
[01:56:02.630 --> 01:56:05.750]  and a few of the other ones.
[01:56:05.750 --> 01:56:10.670]  But we're looking into like buying a whole bunch of.
[01:56:11.750 --> 01:56:16.950]  Yeah, we're probably going to be looking at at least one or two at first
[01:56:16.950 --> 01:56:19.990]  and then like at least four probably later.
[01:56:19.990 --> 01:56:24.870]  But tell me everything you know about these things
[01:56:24.870 --> 01:56:29.950]  because any info you can give is just gold.
[01:56:30.950 --> 01:56:31.950]  Nice.
[01:56:31.950 --> 01:56:33.750]  I just got to play with them.
[01:56:33.750 --> 01:56:35.950]  We've just we just set them up a little while ago.
[01:56:35.950 --> 01:56:39.550]  So I've only run it run through like I haven't even had a full round
[01:56:39.550 --> 01:56:41.350]  go through and flower them yet.
[01:56:41.350 --> 01:56:42.150]  Yeah, buddy.
[01:56:42.150 --> 01:56:43.430]  Yeah. And that gorgeous.
[01:56:43.430 --> 01:56:44.630]  That's beautiful.
[01:56:44.630 --> 01:56:46.350]  Isn't it nice?
[01:56:46.950 --> 01:56:49.750]  Somebody told me that the buds were small and that I underfed it
[01:56:49.750 --> 01:56:52.350]  and then I fucked it up and on on Facebook and I'm like,
[01:56:52.350 --> 01:56:56.950]  I don't know if you can just make that call from this photo.
[01:56:56.950 --> 01:56:57.950]  Straight.
[01:56:58.150 --> 01:56:59.350]  Yeah, yeah.
[01:56:59.350 --> 01:57:01.150]  And like I like I don't know.
[01:57:01.150 --> 01:57:03.950]  Like and then he's like, I'm like, OK, buddy.
[01:57:03.950 --> 01:57:05.150]  Sure. I don't know.
[01:57:05.150 --> 01:57:06.150]  Yeah, whatever.
[01:57:06.150 --> 01:57:08.750]  And he's like, well, you're a know it all.
[01:57:08.750 --> 01:57:09.550]  Blah, blah, blah, blah.
[01:57:09.550 --> 01:57:12.950]  And my response is like, did you did you know that?
[01:57:12.950 --> 01:57:17.350]  Like, like I all I did was show a picture and you give me all this input
[01:57:17.350 --> 01:57:19.950]  and I'm like, I didn't like that.
[01:57:19.950 --> 01:57:22.950]  When no one all person type of like, how the fuck does that work?
[01:57:22.950 --> 01:57:24.350]  I'm really confused right now.
[01:57:24.350 --> 01:57:25.950]  I'm like, right.
[01:57:25.950 --> 01:57:28.150]  Still this point, I think it's beautiful.
[01:57:28.150 --> 01:57:32.150]  I figure if you don't have anything nice to say, don't fucking say it at all.
[01:57:32.150 --> 01:57:33.550]  Exactly.
[01:57:33.550 --> 01:57:34.750]  You know, there you go.
[01:57:34.750 --> 01:57:39.150]  That one that one guy raised by.
[01:57:39.150 --> 01:57:42.350]  Do those are pretty, you know, I know.
[01:57:42.350 --> 01:57:46.550]  I only see on the same pictures and it's all about the temperature variation.
[01:57:46.550 --> 01:57:52.350]  You know, you go into that cow mag lockout and it's unless you're doing a full year
[01:57:52.350 --> 01:57:58.150]  spray for your cow and your mag, it you got to run a hotter temperatures.
[01:57:58.150 --> 01:58:03.550]  The room's got to be a little warmer than if you run like a HPS or CMH,
[01:58:03.550 --> 01:58:07.550]  you know, like you want to be in the 80s.
[01:58:07.550 --> 01:58:17.150]  Yeah, I run like 28 high 24 low during day and then 21 21 low 22 high at night.
[01:58:17.150 --> 01:58:19.350]  I got to get my this summer.
[01:58:19.350 --> 01:58:21.350]  My my my translator open.
[01:58:21.350 --> 01:58:24.550]  We're talking to each other with the Celsius.
[01:58:24.550 --> 01:58:25.950]  Sorry, I don't know.
[01:58:25.950 --> 01:58:32.150]  That's the biggest thing in the garden here is we're rocking like a hundred and five degree temperatures outside
[01:58:32.150 --> 01:58:42.750]  and like a hundred and sixteen degree heat index like, you know, the soil once it gets above the soil temperature gets above 85.
[01:58:42.750 --> 01:58:46.050]  You go into a calcium magnesium lockout,
[01:58:46.050 --> 01:58:49.550]  you know, you're the biologicals aren't really doing their work.
[01:58:49.550 --> 01:58:54.550]  The microbes aren't doing their work because they're it's it's too hot to work.
[01:58:54.550 --> 01:59:01.050]  Yeah, and so like, you know, that's why mulching so important and and with the LEDs,
[01:59:01.050 --> 01:59:05.350]  you know, it's it's cool. There's no heat.
[01:59:05.350 --> 01:59:15.750]  Well, there's a little bit but not not anywhere near the most thing that I've heard that people have problems with with LED is that the light you buy.
[01:59:15.750 --> 01:59:24.550]  You really need to like spec it for what it's for because you'll like unless it's dialable and most of them are,
[01:59:24.550 --> 01:59:36.850]  but some of them aren't dialable, you know, you're you're going to burn your plants like I've done required to be like four to six feet off your canopy just like an HPS.
[01:59:36.850 --> 01:59:45.750]  And then some of them are spec to be 18 inches off of your canopy, you know, and you really want one.
[01:59:45.750 --> 01:59:50.550]  You can dial right London. And it's also like what what what type there's a couple things.
[01:59:50.550 --> 01:59:53.950]  Okay, like I find LEDs are flat. So you got to grow differently.
[01:59:53.950 --> 02:00:01.750]  That's why I shape my plants the way I do but it's also like the thing with the LEDs is they do generate heat.
[02:00:01.750 --> 02:00:06.750]  They do generate a bit of that but it also depends on like your draw from the wall.
[02:00:06.750 --> 02:00:18.150]  Right? If you have a shit ton of draw from the wall and you take a shit ton of power and you don't have enough electricity going through the socket to get to your get to your light,
[02:00:18.150 --> 02:00:28.650]  you'll you'll draw and you'll get your light on but you might not get it as powerful as you would if you have like a high current panel with with it with a proper cord on it too.
[02:00:28.650 --> 02:00:40.150]  Right? So it really depends on like there's a number of factors involved when you have have a good light and with the LEDs do like I've been I haven't had a chance to play with red spectrum.
[02:00:40.150 --> 02:00:52.150]  I've done I've grown on the blur poles. I've grown on bar lighting like ones that are just above here and then this is a similar bar lighting but a lot more powerful with like a lot more color spectrum control and variability.
[02:00:53.150 --> 02:01:04.150]  So I haven't gotten a chance to tune in to stuff like that but I want to play like especially in Canada where you have internet spacing and when you have really tight buds you can run into powdery mildew issues and run into problems in Pacific Northwest.
[02:01:04.150 --> 02:01:13.150]  Like why not pump up that red spectrum at the end to get a little bit more stretch like and also you know result in a little bit earlier of a flip.
[02:01:13.150 --> 02:01:17.150]  Like why not? Why don't I play with that? Why don't I dig into that a little bit further?
[02:01:17.150 --> 02:01:27.150]  I haven't had enough opportunity to play with it yet. I got an episode coming up where we do a little bit of a deep dive on the LEDs. Go ahead Ghost.
[02:01:27.150 --> 02:01:56.150]  Boop. Boopadoop. Okay. So yeah. On that red fucking spectrum and playing with the spectrum it's like that's what I'm really interested in and you were you you hooked me up with those folks with the LED company and I want to like you know look at that and see how I can be able to manipulate you know the spectrum that I'm playing with.
[02:01:56.150 --> 02:02:24.060]  The spectrum that I'm messing with and it's really I'm sorry if I'm really loud on here but I just I really like that like whole idea of just being able to screw with all that and kind of just basically.
[02:02:25.060 --> 02:02:53.060]  Uh gosh darn it. I'm high as **** Um basically like you know just do that whole damn thing like and and and and bring that whole thing together and and do the like okay we want to like go and say okay this is going to overlap with this. We're going to cross this with this and then this is going to go and.
[02:02:53.060 --> 02:02:54.060]  Yeah.
[02:03:23.060 --> 02:03:27.060]  Yeah.
[02:03:54.980 --> 02:04:03.500]  Yeah. So I'll just like mute my mic.
[02:04:04.500 --> 02:04:30.500]  I mean never really thought of some of the things like that I guess. Everybody thinks of different stuff. I think minds are great. You know I'm more of a I I like to say a people watcher and stuff. I like to you know I'm more into the scientists of being a person scientist like a sociologist. Right.
[02:04:30.500 --> 02:04:31.500]  Right.
[02:04:31.500 --> 02:04:32.500]  Yeah.
[02:04:32.500 --> 02:04:33.500]  Yeah.
[02:04:33.500 --> 02:04:34.500]  I psychopath.
[02:04:34.500 --> 02:04:35.500]  Because that's what I.
[02:04:35.500 --> 02:04:36.500]  Yeah.
[02:04:36.500 --> 02:04:37.500]  That's who you know.
[02:04:37.500 --> 02:04:38.500]  So everybody's.
[02:04:38.500 --> 02:04:39.500]  Having to do.
[02:04:39.500 --> 02:04:40.500]  The thing.
[02:04:40.500 --> 02:04:41.500]  The.
[02:04:41.500 --> 02:04:42.500]  The.
[02:04:42.500 --> 02:04:43.500]  TV show you.
[02:04:43.500 --> 02:04:44.500]  You seen that.
[02:04:44.500 --> 02:04:45.500]  That's.
[02:04:45.500 --> 02:04:46.500]  Yeah.
[02:04:46.500 --> 02:04:47.500]  That guy.
[02:04:47.500 --> 02:04:48.500]  Man.
[02:04:48.500 --> 02:04:49.500]  Uh.
[02:04:49.500 --> 02:04:56.500]  You know what we're getting we're getting to the two hour point and things start to meander and fail at around about two hours.
[02:04:57.500 --> 02:05:02.500]  So I don't know if you guys can tell you got a closing comment for us there.
[02:05:02.500 --> 02:05:06.500]  Coastal grown OG brother.
[02:05:06.500 --> 02:05:09.500]  Yes.
[02:05:09.500 --> 02:05:16.500]  Every fucking LED light that anyone thinks I should try to run.
[02:05:16.500 --> 02:05:19.500]  I need all the.
[02:05:20.500 --> 02:05:31.500]  Just put it in the comments everything but all the like high LED like anything from 650 watts to 1000 watts LED.
[02:05:31.500 --> 02:05:34.500]  I'm trying to switch over.
[02:05:34.500 --> 02:05:37.500]  I am not trying to use HBS anymore.
[02:05:37.500 --> 02:05:43.500]  I'm converting over I have too many HBS lamps and I'm fucking getting rid of them.
[02:05:44.500 --> 02:05:50.350]  Whatever anyone can suggest I will.
[02:05:50.350 --> 02:05:53.350]  Very very gratefully.
[02:05:53.350 --> 02:05:56.350]  Taken into suggestion.
[02:05:56.350 --> 02:05:57.350]  So.
[02:05:57.350 --> 02:06:03.350]  I can say that maybe you can check your state because I know Maine is giving rebates.
[02:06:03.350 --> 02:06:06.350]  If you switch over I don't know what it's all about.
[02:06:06.350 --> 02:06:08.350]  You need to have so many of them to get the.
[02:06:08.350 --> 02:06:10.350]  I don't know any of it.
[02:06:10.350 --> 02:06:17.350]  But I heard that if you switch from HBS to LEDs you get some sort of a rebate.
[02:06:17.350 --> 02:06:19.350]  I think the state.
[02:06:19.350 --> 02:06:20.350]  I don't know.
[02:06:20.350 --> 02:06:24.350]  I think they're just trying to get people to stop using HBS.
[02:06:24.350 --> 02:06:25.350]  Yeah.
[02:06:25.350 --> 02:06:30.350]  I also think they're trying to get people to report what they're doing.
[02:06:30.350 --> 02:06:39.350]  But I mean in other words I'm talking you know I don't know how many you have you know and I mean if you got enough of them then it might be worth it.
[02:06:39.350 --> 02:06:40.350]  Yeah.
[02:06:40.350 --> 02:06:41.350]  Yeah.
[02:06:41.350 --> 02:06:48.350]  To me it's like this ridiculous thing like a thousand watts for a high pressure sodium is just too much.
[02:06:48.350 --> 02:06:52.350]  So I want to bring it down and.
[02:06:52.350 --> 02:06:57.860]  Yeah.
[02:06:57.860 --> 02:07:04.860]  We're getting we're like yeah we're we're eventually getting out of here and yeah we're moving out of state.
[02:07:04.860 --> 02:07:10.860]  This is not going to work for us living here.
[02:07:10.860 --> 02:07:15.860]  We'll be we'll be moving up north soon hopefully.
[02:07:15.860 --> 02:07:21.350]  And yeah.
[02:07:21.350 --> 02:07:28.350]  Has anybody heard of under if like the potency is the same.
[02:07:28.350 --> 02:07:39.350]  Like have you taken this like to have the same cultivars and I mean grown them well under each light and seeing if it.
[02:07:40.350 --> 02:07:50.350]  I mean I have heard that growing under LEDs you know really boosts your turps because you're not vaping them off because they're so volatile.
[02:07:50.350 --> 02:07:58.350]  The esters and stuff but like I wonder about the potency like I know the chemo bar that that's one thing in the plant.
[02:07:59.350 --> 02:08:07.350]  The stress factor you know the stressing the stress inducing that you do to put things in flower.
[02:08:07.350 --> 02:08:15.350]  You know if that if that makes a difference because really under an LED they're not there.
[02:08:15.350 --> 02:08:22.350]  Those different information is yeah they're not they're not there like you know I've.
[02:08:22.350 --> 02:08:24.350]  I mean I don't know I'm wondering has anybody.
[02:08:25.350 --> 02:08:40.350]  Because I've been thinking about converting to LEDs myself and I've looked at many companies I'm just like commercially like I've never seen anybody commercially come in to any dispensary with a fat ass sack of weed and it's just.
[02:08:41.350 --> 02:08:57.350]  Bomb you know what I'm saying and they can't turn it down and be like yeah I grew that under LEDs I haven't seen it yet I've seen some nice nice tents and some home growers do some very well jobs you know jobs well done doing it.
[02:08:57.350 --> 02:09:03.350]  But I just haven't seen anybody pull that off like commercially under LEDs.
[02:09:04.350 --> 02:09:05.350]  So I'm wondering you know.
[02:09:05.350 --> 02:09:10.350]  I'd like to yeah I can fucking tell you like yeah exactly.
[02:09:11.350 --> 02:09:26.350]  So HIDs that are like fucking like dual end fucking HPS or just even single and HPS will out fucking yield.
[02:09:27.350 --> 02:09:46.350]  The thousand watt equivalent fucking LEDs it's not even a fucking fight I'm actually on the fucking verge of switching to that so I'm actually going and trying to go and get like 1500 watts equivalent of LED because I just need to move on.
[02:09:47.350 --> 02:09:50.350]  Like the HPS is way too hot.
[02:09:50.350 --> 02:10:03.350]  Can I throw a suggestion out there Coastal when you're going into this stage because it's something new that you're jumping into and one of the one of the things that I find a lot of these LED companies really fuck people on is this watt equivalency bullshit okay.
[02:10:04.350 --> 02:10:05.350]  Yeah exactly.
[02:10:05.350 --> 02:10:14.350]  If something's got a 1000 watt draw from the wall it's got a 1000 watt draw from the wall okay like that's what it's about it's not an equivalent it's not a blah blah blah.
[02:10:15.350 --> 02:10:21.350]  And see what the levels you get and see what you pull off and find out where your canopy needs to be because.
