[00:00.000 --> 00:02.000]  We just started
[02:11:37.440 --> 02:11:40.080]  And if you gotta ask yourself, man,
[02:11:40.080 --> 02:11:42.280]  you should have chopped it like yesterday.
[02:11:42.280 --> 02:11:43.920]  That's yeah.
[02:11:43.920 --> 02:11:45.320]  Really good advice, man.
[02:11:45.320 --> 02:11:47.320]  Really good advice for getting through shit there.
[02:11:47.320 --> 02:11:49.880]  Because I would take three runs
[02:11:49.880 --> 02:11:51.400]  before I would make a decision.
[02:11:51.800 --> 02:11:53.680]  Three runs is six months,
[02:11:53.680 --> 02:11:54.840]  if you're doing perpetual.
[02:11:54.840 --> 02:11:58.760]  So six months to decide if I'm gonna keep or not.
[02:11:58.760 --> 02:11:59.600]  Yeah.
[02:11:59.600 --> 02:12:02.160]  It's just like, you know where your bar is, right?
[02:12:02.160 --> 02:12:05.280]  And if it doesn't meet or exceed,
[02:12:05.280 --> 02:12:06.680]  then it needs to go.
[02:12:06.680 --> 02:12:08.840]  No matter how pretty it is,
[02:12:09.840 --> 02:12:11.960]  if it ain't scratching that itch.
[02:12:11.960 --> 02:12:14.160]  And you know the jar test will never lie.
[02:12:15.040 --> 02:12:18.280]  You got jars and ones are staying full
[02:12:18.280 --> 02:12:19.720]  and other ones are emptying out,
[02:12:19.760 --> 02:12:22.680]  then there's your answer, man.
[02:12:22.680 --> 02:12:23.520]  Yeah.
[02:12:23.520 --> 02:12:24.360]  Definitely.
[02:12:25.400 --> 02:12:26.240]  Yeah.
[02:12:26.240 --> 02:12:27.600]  Just gotta go.
[02:12:27.600 --> 02:12:29.440]  And you don't have to always,
[02:12:29.440 --> 02:12:32.120]  you got friends and they dig it.
[02:12:32.120 --> 02:12:34.200]  They give the claim to them.
[02:12:34.200 --> 02:12:36.160]  And maybe if you wanna revisit it one day,
[02:12:36.160 --> 02:12:37.360]  it'll be around still.
[02:12:38.240 --> 02:12:39.240]  So it's that.
[02:12:40.680 --> 02:12:41.520]  Yeah.
[02:12:41.520 --> 02:12:43.520]  And that's definitely the benefit of getting it around.
[02:12:43.520 --> 02:12:46.040]  Giving it around and sharing.
[02:12:46.040 --> 02:12:46.880]  Yeah.
[02:12:46.880 --> 02:12:47.720]  Sharing is caring.
[02:12:48.360 --> 02:12:52.760]  It also might save your ass in a pinch too.
[02:12:52.760 --> 02:12:53.760]  You know what I mean?
[02:12:53.760 --> 02:12:56.120]  You might, ass might burn down
[02:12:56.120 --> 02:12:59.240]  or you might get locked up or who knows.
[02:12:59.240 --> 02:13:00.080]  Yeah.
[02:13:00.080 --> 02:13:00.920]  You know?
[02:13:00.920 --> 02:13:02.480]  And then you still got your shit,
[02:13:02.480 --> 02:13:03.880]  you know, with good friends.
[02:13:05.840 --> 02:13:06.680]  Yeah.
[02:13:06.680 --> 02:13:09.840]  And then that's, you know, it's important
[02:13:09.840 --> 02:13:12.120]  because we all talk about,
[02:13:12.120 --> 02:13:14.920]  well, some people talk about the frequency
[02:13:14.920 --> 02:13:17.680]  or the rate of which we kind of lose strains now
[02:13:18.520 --> 02:13:20.680]  because people are looking on to the next thing.
[02:13:20.680 --> 02:13:23.680]  It's like, they have a really awesome base ingredient
[02:13:23.680 --> 02:13:26.040]  and then everybody works it with something else.
[02:13:26.040 --> 02:13:27.800]  And then they forget the base ingredient
[02:13:27.800 --> 02:13:29.360]  and nobody kept really a backup.
[02:13:29.360 --> 02:13:31.960]  And you're just like, oh, we lost that one.
[02:13:32.800 --> 02:13:34.160]  Son of a bitch.
[02:13:34.160 --> 02:13:35.000]  Yeah.
[02:13:35.000 --> 02:13:36.320]  Yeah.
[02:13:36.320 --> 02:13:37.360]  Yeah.
[02:13:37.360 --> 02:13:38.840]  It's like that, man.
[02:13:40.520 --> 02:13:42.600]  Such is life, you know?
[02:13:42.600 --> 02:13:43.440]  Yeah.
[02:13:45.360 --> 02:13:47.040]  We put out some good information
[02:13:47.120 --> 02:13:50.240]  and when you're a good dude and you put things out,
[02:13:51.280 --> 02:13:54.120]  you know, things come back to you at the right times.
[02:13:54.120 --> 02:13:54.960]  Yeah.
[02:13:54.960 --> 02:13:56.280]  That's what we all hope for.
[02:13:56.280 --> 02:13:57.440]  Yeah, man.
[02:13:57.440 --> 02:13:58.280]  That's the deal.
[02:13:58.280 --> 02:14:00.520]  You know, what they say, if you really love something,
[02:14:00.520 --> 02:14:03.600]  you turn it loose so it'll come back to you,
[02:14:03.600 --> 02:14:04.880]  some shit like that.
[02:14:06.040 --> 02:14:07.960]  Or if we were in Wayne's world,
[02:14:07.960 --> 02:14:10.880]  if you're gonna spew, spew into the, no.
[02:14:10.880 --> 02:14:11.720]  Yeah.
[02:14:11.720 --> 02:14:12.560]  Yeah.
[02:14:12.560 --> 02:14:13.400]  Yeah.
[02:14:13.400 --> 02:14:14.240]  Yeah.
[02:14:14.240 --> 02:14:15.760]  I thought I'd have to toss that one in there.
[02:14:15.760 --> 02:14:16.600]  Well.
[02:14:16.960 --> 02:14:19.000]  My buddy, Nick, he fucking,
[02:14:19.000 --> 02:14:22.760]  he was like, kept running into fucking Bob Weir
[02:14:22.760 --> 02:14:24.360]  all over the fucking place.
[02:14:24.360 --> 02:14:25.720]  Oh, wow.
[02:14:25.720 --> 02:14:26.840]  Yeah.
[02:14:26.840 --> 02:14:29.000]  And Phil Lesh, too.
[02:14:29.000 --> 02:14:31.680]  And like, he was like, trying to get Phil Lesh
[02:14:31.680 --> 02:14:36.200]  to sign a fucking barf bag for him, like, off of a plane.
[02:14:36.200 --> 02:14:38.640]  Because they got some other guy,
[02:14:38.640 --> 02:14:41.080]  I forgot who it was, to sign one
[02:14:41.080 --> 02:14:43.440]  and say something about doing his mom.
[02:14:43.480 --> 02:14:46.880]  So he was like, asking Phil Lesh in front of his wife
[02:14:46.880 --> 02:14:51.440]  or something to sign this fucking barf bag,
[02:14:51.440 --> 02:14:53.160]  saying something about doing your mom.
[02:14:53.160 --> 02:14:56.640]  And he was like, so off, thought about it and shit.
[02:14:56.640 --> 02:14:57.920]  Pretty funny.
[02:14:57.920 --> 02:14:59.400]  That's a weird one.
[02:15:00.360 --> 02:15:02.000]  That's a weird one.
[02:15:02.000 --> 02:15:03.280]  Yeah, pretty cool.
[02:15:04.560 --> 02:15:05.880]  It's pretty cool.
[02:15:05.880 --> 02:15:06.920]  Yeah, dude.
[02:15:09.280 --> 02:15:10.120]  I can't even.
[02:15:10.440 --> 02:15:11.280]  Yeah.
[02:15:11.280 --> 02:15:13.240]  Things that get signed.
[02:15:13.240 --> 02:15:15.320]  Yeah, yeah, man.
[02:15:15.320 --> 02:15:20.320]  Yeah, it's pretty interesting what we collect and shit.
[02:15:20.760 --> 02:15:23.400]  Yeah, your mom was here, Aldridge.
[02:15:23.400 --> 02:15:24.800]  Your mom was here.
[02:15:24.800 --> 02:15:26.720]  It reminds me, you were on,
[02:15:26.720 --> 02:15:29.800]  I think you were on the Caribou Heart Show recently.
[02:15:29.800 --> 02:15:32.080]  Yeah, yeah, those things are cool.
[02:15:32.080 --> 02:15:33.720]  Those guys like to have a good time.
[02:15:33.720 --> 02:15:36.720]  And they've got, I don't think Prophet was on the episode,
[02:15:36.720 --> 02:15:37.960]  but they've got,
[02:15:38.000 --> 02:15:39.680]  I don't think Prophet was on the episode,
[02:15:39.680 --> 02:15:42.840]  but one of the guys who's typically on the show
[02:15:42.840 --> 02:15:44.080]  is Prophet.
[02:15:44.080 --> 02:15:46.200]  And they all kind of have this running joke
[02:15:46.200 --> 02:15:49.800]  of like writing Prophet's mom was here
[02:15:49.800 --> 02:15:51.520]  on like Porta Potties everywhere.
[02:15:51.520 --> 02:15:53.760]  And usually like every couple of weeks,
[02:15:53.760 --> 02:15:57.640]  they'll put up some pictures of Prophet's mom was here.
[02:15:57.640 --> 02:15:59.280]  I was like, oh, that's cold, man.
[02:15:59.280 --> 02:16:02.240]  Cause it's like a two year joke at this point.
[02:16:03.200 --> 02:16:05.280]  Yeah, you gotta like make sure it ends up
[02:16:05.320 --> 02:16:08.480]  in lots of like public bathrooms all over the country.
[02:16:08.480 --> 02:16:10.440]  So it's like no matter where the sea goes
[02:16:10.440 --> 02:16:12.120]  to take a leak, you know?
[02:16:12.120 --> 02:16:12.960]  Yeah.
[02:16:12.960 --> 02:16:13.800]  Man.
[02:16:15.080 --> 02:16:16.960]  My mom got around, shit.
[02:16:16.960 --> 02:16:20.560]  I know, I may have created a few.
[02:16:20.560 --> 02:16:21.720]  I like stickering.
[02:16:21.720 --> 02:16:23.560]  Stickering's my thing though.
[02:16:23.560 --> 02:16:24.400]  Yeah.
[02:16:24.400 --> 02:16:26.560]  Stickers, stickers, you can just be like,
[02:16:26.560 --> 02:16:28.560]  oh, I'm sorry, I didn't know.
[02:16:28.560 --> 02:16:30.080]  And then kind of peel it off.
[02:16:30.080 --> 02:16:31.560]  It's a little bit easier if you get caught,
[02:16:31.560 --> 02:16:32.920]  which you really never do.
[02:16:32.960 --> 02:16:35.600]  But it's good to have plan B.
[02:16:36.560 --> 02:16:38.440]  You just gotta hit them with the holy shit.
[02:16:38.440 --> 02:16:39.280]  What's up?
[02:16:39.280 --> 02:16:41.800]  And then just take off running, you know?
[02:16:41.800 --> 02:16:44.760]  20 years ago, man, when I was skateboarding all the time,
[02:16:44.760 --> 02:16:46.080]  yeah, I could run from a cop.
[02:16:46.080 --> 02:16:49.240]  Nowadays I would get half a block and be like,
[02:16:49.240 --> 02:16:51.040]  all right, you got me.
[02:16:52.160 --> 02:16:54.040]  You gotta think smarter, right?
[02:16:54.040 --> 02:16:55.840]  You got any donuts left?
[02:16:55.840 --> 02:17:00.280]  You gotta rely on your head, not so much your legs.
[02:17:00.280 --> 02:17:02.240]  So all you gotta do is be able to make it
[02:17:02.600 --> 02:17:03.440]  around a corner.
[02:17:03.440 --> 02:17:06.280]  First car you see, you need to dip up under it
[02:17:06.280 --> 02:17:08.200]  and Kate Fear that motherfucker.
[02:17:08.200 --> 02:17:09.600]  They'll run right fucking by you.
[02:17:09.600 --> 02:17:12.280]  Be like, that motherfucker's fast.
[02:17:12.280 --> 02:17:13.360]  That's how you do it.
[02:17:15.200 --> 02:17:16.440]  All right, I'm gonna throw it.
[02:17:16.440 --> 02:17:20.360]  Kate Fear was the one with the Wahlberg in it, right?
[02:17:20.360 --> 02:17:21.720]  No, that's Fear.
[02:17:21.720 --> 02:17:23.800]  Kate Fear's Robert is De Niro.
[02:17:23.800 --> 02:17:24.640]  De Niro.
[02:17:24.640 --> 02:17:25.480]  Oh, yeah.
[02:17:25.480 --> 02:17:27.960]  No, De Niro was the dad.
[02:17:27.960 --> 02:17:29.160]  No fucking.
[02:17:29.160 --> 02:17:30.080]  Nick Nolte.
[02:17:30.080 --> 02:17:31.360]  Nick Nolte, yeah.
[02:17:32.360 --> 02:17:35.920]  He was, what he kept calling him, not attorney,
[02:17:35.920 --> 02:17:38.520]  fucking counselor.
[02:17:38.520 --> 02:17:39.360]  Counselor.
[02:17:40.200 --> 02:17:42.600]  He was like stalking him because he caught time
[02:17:42.600 --> 02:17:44.280]  on account of his ass and shit.
[02:17:44.280 --> 02:17:46.440]  He's stalking him and his family,
[02:17:46.440 --> 02:17:49.080]  trying to ruin his life or whatever.
[02:17:49.080 --> 02:17:52.600]  He was like smoking the cigar in the movie theater,
[02:17:52.600 --> 02:17:54.920]  laughing all obnoxious and shit.
[02:17:54.920 --> 02:17:56.080]  Yep.
[02:17:56.080 --> 02:17:58.480]  I need to go back and watch this.
[02:17:58.520 --> 02:18:01.040]  Fear is Marky Mark punching himself in the chest
[02:18:02.120 --> 02:18:05.280]  to make it look like the dad has beaten him.
[02:18:05.280 --> 02:18:06.680]  Right, okay.
[02:18:07.920 --> 02:18:09.520]  I thought I had a cool connection there,
[02:18:09.520 --> 02:18:11.160]  but nope, wrong movie.
[02:18:11.160 --> 02:18:13.800]  Sorry, false start.
[02:18:13.800 --> 02:18:15.560]  Penalized me five yards.
[02:18:15.560 --> 02:18:17.360]  Penalized me five beans.
[02:18:20.120 --> 02:18:22.640]  I actually, I have all my other seeds here,
[02:18:22.640 --> 02:18:25.640]  but I'm like the few things that I did get
[02:18:25.640 --> 02:18:27.600]  over this last time,
[02:18:27.600 --> 02:18:28.880]  I've already shown.
[02:18:30.240 --> 02:18:31.760]  It's all good, man.
[02:18:31.760 --> 02:18:32.600]  I know.
[02:18:32.600 --> 02:18:33.440]  Maybe more.
[02:18:33.440 --> 02:18:37.680]  I don't, I'm into popping right now.
[02:18:37.680 --> 02:18:39.760]  I need to go through things.
[02:18:39.760 --> 02:18:42.160]  I'm starting to get a good collection.
[02:18:42.160 --> 02:18:43.640]  Yeah, that's the thing, man.
[02:18:43.640 --> 02:18:48.640]  Get the popping and just do as much as you can.
[02:18:49.040 --> 02:18:49.880]  Yeah.
[02:18:49.880 --> 02:18:51.960]  And if you ain't got enough space,
[02:18:51.960 --> 02:18:54.000]  talk some friends in the local area
[02:18:54.000 --> 02:18:57.400]  into letting you put a tent over there.
[02:18:58.200 --> 02:18:59.360]  Like this bloom, I'm small, man.
[02:18:59.360 --> 02:19:01.240]  Like you don't have, like pheno hunting,
[02:19:01.240 --> 02:19:03.120]  you know, you don't have to veg out
[02:19:03.120 --> 02:19:04.480]  like some big beast, you know.
[02:19:04.480 --> 02:19:06.560]  You see it big enough to get a clone off of it
[02:19:06.560 --> 02:19:08.040]  and find the winner.
[02:19:08.040 --> 02:19:10.720]  And, you know, after a year, you know,
[02:19:10.720 --> 02:19:13.280]  you have a good little winner circle going.
[02:19:13.280 --> 02:19:14.120]  Right.
[02:19:14.120 --> 02:19:17.840]  And that's, these, you know, the 10,
[02:19:17.840 --> 02:19:19.880]  the Nakatomi Plaza I just popped,
[02:19:19.880 --> 02:19:22.040]  I was thinking of doing something like that
[02:19:22.040 --> 02:19:25.280]  is just probably flowering in one gallons.
[02:19:25.320 --> 02:19:28.400]  Because, you know, it's just kind of a formality
[02:19:28.400 --> 02:19:30.320]  at this point, but I just still want to do it.
[02:19:30.320 --> 02:19:32.200]  And I'm documenting it for everybody too.
[02:19:32.200 --> 02:19:34.120]  So everybody can go and reference
[02:19:34.120 --> 02:19:36.160]  and see, you know, exactly what came out of it
[02:19:36.160 --> 02:19:38.200]  and how everything goes.
[02:19:38.200 --> 02:19:39.680]  So that'll be nice.
[02:19:39.680 --> 02:19:42.160]  You know, I'm working on my little back description
[02:19:42.160 --> 02:19:43.480]  like you got going on.
[02:19:43.480 --> 02:19:44.320]  Nice, man.
[02:19:44.320 --> 02:19:45.160]  Nice.
[02:19:45.160 --> 02:19:48.000]  Yeah, people, people thank you for it for sure.
[02:19:48.000 --> 02:19:51.960]  Yeah, it'll definitely be well received, man.
[02:19:51.960 --> 02:19:53.560]  Because like when I'm growing my pack
[02:19:53.560 --> 02:19:56.520]  of Nakatomi, Nakatami.
[02:19:56.520 --> 02:19:57.360]  Nakatami.
[02:19:57.360 --> 02:19:59.400]  Nakatami Plazas.
[02:20:01.800 --> 02:20:04.920]  I'll be stoked, be like, okay, all right.
[02:20:04.920 --> 02:20:07.640]  It's got a stretch double and fucking, all right.
[02:20:07.640 --> 02:20:10.560]  Need to keep it kind of heavy or something.
[02:20:10.560 --> 02:20:12.320]  I'll be stoked on it.
[02:20:12.320 --> 02:20:13.160]  Yep, yep.
[02:20:13.160 --> 02:20:16.880]  No, I definitely, I'm getting those notes and yeah.
[02:20:16.880 --> 02:20:17.720]  No, thank you.
[02:20:17.720 --> 02:20:19.600]  Thank you for setting an example again too.
[02:20:19.600 --> 02:20:22.720]  Cause that's not, that's something that we see a lot of,
[02:20:22.960 --> 02:20:25.080]  unfortunately, but, and then, you know,
[02:20:25.080 --> 02:20:27.160]  just kind of what we're referencing and talking about
[02:20:27.160 --> 02:20:28.920]  Dave's showing here on the back of the pack.
[02:20:28.920 --> 02:20:31.800]  But, you know, this is, this is information
[02:20:31.800 --> 02:20:33.360]  about what to expect.
[02:20:33.360 --> 02:20:35.680]  And it does help people make decisions of,
[02:20:35.680 --> 02:20:37.400]  am I going to run these together?
[02:20:37.400 --> 02:20:39.520]  Do I have time to get this done?
[02:20:39.520 --> 02:20:40.640]  Yeah, man.
[02:20:40.640 --> 02:20:44.080]  Cause like primarily like I'm a fucking grower
[02:20:44.080 --> 02:20:47.480]  and I like to smoke weed and I like to grow weed.
[02:20:47.480 --> 02:20:50.560]  So like, it's always kind of figured like,
[02:20:50.560 --> 02:20:52.680]  oh, this is what I want to know.
[02:20:53.640 --> 02:20:56.680]  Like I wish I would have that at a time.
[02:20:56.680 --> 02:21:00.960]  So just kind of figured other people would dig that.
[02:21:00.960 --> 02:21:03.640]  Can you explain what a robo-trisk,
[02:21:03.640 --> 02:21:06.600]  robo-trip-esque type high is?
[02:21:06.600 --> 02:21:08.040]  Robo-tripping, son.
[02:21:08.040 --> 02:21:08.880]  Yeah, dude.
[02:21:08.880 --> 02:21:10.680]  Like you never, you never.
[02:21:10.680 --> 02:21:11.680]  Tussin.
[02:21:11.680 --> 02:21:12.560]  Yeah, exactly.
[02:21:12.560 --> 02:21:13.840]  The tussin, bro.
[02:21:13.840 --> 02:21:14.680]  Tussin.
[02:21:15.640 --> 02:21:16.480]  Yeah.
[02:21:16.480 --> 02:21:19.520]  You got all the wah-wah in the head.
[02:21:19.560 --> 02:21:23.080]  Tussin and no-dos was like the eighth grade good time.
[02:21:23.080 --> 02:21:23.920]  Yeah.
[02:21:23.920 --> 02:21:26.360]  That and maybe a gas, or a can of gas.
[02:21:27.360 --> 02:21:29.640]  You see, Chad, you know how to party, man.
[02:21:31.480 --> 02:21:32.480]  Yes.
[02:21:32.480 --> 02:21:34.800]  You're going to crush it down in Mexico, bro.
