[00:00.000 --> 00:15.100]  Cheers, everybody.
[01:51:18.500 --> 01:51:19.540]  Nice
[01:51:19.540 --> 01:51:21.540]  Sounds good. Thank you for sharing there
[01:51:22.660 --> 01:51:24.660]  I show up with a lot of
[01:51:25.540 --> 01:51:28.020]  Did you say something about the sherb josh?
[01:51:28.580 --> 01:51:30.820]  Yeah, the sure bait is sure breath
[01:51:31.540 --> 01:51:33.540]  on the uh skunk bait
[01:51:34.180 --> 01:51:38.340]  And it's uh, it smells like peanuts like salted nuts
[01:51:38.420 --> 01:51:44.900]  It's a really unique like terpene, but the thing is with this living soil i'm always like, oh, it doesn't have that much turf
[01:51:44.900 --> 01:51:49.940]  So it doesn't smell that strong and then I smoke a joint of it and it's like dripping out of the joint
[01:51:50.660 --> 01:51:53.620]  And it's like all of a sudden the earth has got a flavor
[01:51:54.340 --> 01:51:56.340]  sweet
[01:51:58.420 --> 01:52:03.460]  Welcome back sticky richie. Can we hear you? I hope so everybody hear me now
[01:52:05.780 --> 01:52:11.380]  Yeah, I had to get out of like I was in a temporary hot spot because the internet went down
[01:52:11.460 --> 01:52:14.340]  But now I went back to the internet and the internet works better
[01:52:15.780 --> 01:52:21.940]  Okay, so you you were about to tell us about the pack from your buddy that you were holding up there we were gonna get
[01:52:21.940 --> 01:52:29.540]  Back. I had this from high striker farm and this was a black and blue cream. It was called. It's an auto flower
[01:52:30.100 --> 01:52:31.300]  um
[01:52:31.300 --> 01:52:33.700]  black cream times blue microwares f3
[01:52:34.500 --> 01:52:36.500]  um, so it's um
[01:52:36.980 --> 01:52:43.560]  I grew it last year as part of uh, like I said right next to chef's autos. Both of them are pretty fantastic
[01:52:44.120 --> 01:52:48.440]  So, um shout out to him. I'll be definitely uh,
[01:52:49.080 --> 01:52:54.760]  Him back up for this season this guy right there right there. He's not paying attention that guy
[01:52:58.040 --> 01:53:00.040]  High striker
[01:53:07.000 --> 01:53:11.000]  Yeah, uh speaking of autos, um, I got some from jason
[01:53:11.640 --> 01:53:17.480]  On his farm. He's uh, not only doing full term, but he's working on some early finishing and auto work
[01:53:17.960 --> 01:53:24.040]  He's got the uh straw nana auto speaking of straw nana. I just took the it's a beautiful
[01:53:25.560 --> 01:53:27.560]  Dna
[01:53:29.560 --> 01:53:31.560]  That was the other
[01:53:32.600 --> 01:53:37.880]  But that's worked into the auto format and then it also got hit too I believe the early line
[01:53:38.600 --> 01:53:40.600]  as well as um
[01:53:41.640 --> 01:53:47.640]  Something I think mr. Hoda herb gave me a happy accident of with the doctor who
[01:53:48.840 --> 01:53:52.040]  uh crossed but here's an early line to
[01:53:52.840 --> 01:53:54.840]  the doctor who lemon g
[01:53:54.920 --> 01:53:57.160]  another uh project with jason's that
[01:53:57.960 --> 01:53:59.320]  is uh
[01:53:59.320 --> 01:54:00.760]  very much
[01:54:00.760 --> 01:54:02.760]  early project
[01:54:03.640 --> 01:54:07.660]  What was the name of that one that he had that was the freesland mob
[01:54:08.620 --> 01:54:12.220]  To some oh that's what main dodo main dope
[01:54:13.100 --> 01:54:15.100]  perps main main doperps
[01:54:15.820 --> 01:54:17.820]  But he did um csis
[01:54:18.460 --> 01:54:22.380]  No perps, but he selected for and acclimated it. Um
[01:54:23.340 --> 01:54:27.260]  I think one or two seasons and he called it main doperps, which is awesome
[01:54:27.660 --> 01:54:31.760]  But this is a specific cross that he did off of a sherb selection
[01:54:32.380 --> 01:54:34.140]  um
[01:54:34.140 --> 01:54:40.780]  Not the sunshet sure but the sherb which as far as I understand is the mother of the skittles
[01:54:41.500 --> 01:54:43.500]  um, and I think
[01:54:44.940 --> 01:54:47.100]  Uh that the terps on it are
[01:54:47.980 --> 01:54:53.260]  Like skittles turned down lighter. Um as far as i've heard in cases diet skittles
[01:54:55.980 --> 01:54:57.980]  Sugar-free skittles. Yeah
[01:54:58.540 --> 01:55:05.020]  Uh, maybe uh cannabis vine has a better description of skittles light, uh than I can give right now
[01:55:09.820 --> 01:55:12.540]  Yeah, yeah the shirt that came from the same tray
[01:55:13.980 --> 01:55:20.220]  It's hitting the uh hit with the freesland mop and the nose that I smelled on those flowers was just
[01:55:20.460 --> 01:55:22.460]  Yeah
[01:55:23.980 --> 01:55:27.820]  He mixed in some royal seven with that as well on different thoughts
[01:55:29.500 --> 01:55:33.500]  But yeah, those terps were just loud astringent like
[01:55:34.940 --> 01:55:36.940]  Yeah made me drool
[01:55:37.180 --> 01:55:41.820]  Dude, I I didn't know about sherb. I guess this is um, joshua's neighbor
[01:55:42.540 --> 01:55:44.540]  uh whale oil
[01:55:45.020 --> 01:55:49.180]  Okay, this is the sherb here and yeah, he's new to the area
[01:55:50.140 --> 01:55:55.260]  Yeah, and so that that was really delicious so I got to finally try the sherb
[01:55:57.020 --> 01:55:59.020]  Yeah the tk2
[01:55:59.100 --> 01:56:03.820]  Yeah, yeah and dude it's funny because we were both talking about the triangle cush and the sherb
[01:56:04.140 --> 01:56:06.300]  What did my nose pick out our nose nose?
[01:56:06.700 --> 01:56:10.460]  Uh, you know, so that that's the that's that's the triangle cush
[01:56:10.540 --> 01:56:13.580]  So I grabbed out of the two out of the things he was offering
[01:56:13.580 --> 01:56:17.660]  Those were the two things that my nose picked out the sherb and um, well
[01:56:18.060 --> 01:56:20.060]  I would just grab those ones
[01:56:20.120 --> 01:56:27.020]  Visually on instinct on name, but then they're amazing and he's been extracting that sherbert for a while. He's really good at it
[01:56:27.340 --> 01:56:29.340]  He knows how to extract it. Well
[01:56:29.660 --> 01:56:30.860]  it's uh
[01:56:30.860 --> 01:56:34.860]  Yeah, he said that they came from the same tray the sherbert of skittles
[01:56:35.900 --> 01:56:37.900]  Okay, that's what it is
[01:56:38.780 --> 01:56:45.280]  So, sorry, I mean there's always been a shroud around it i've talked to some people pretty close to the conversation
[01:56:45.520 --> 01:56:51.440]  But it was just like I think that the skittles was so valuable when it first released
[01:56:51.600 --> 01:56:55.680]  They did everything in their power to protect it to create its lineage
[01:56:57.280 --> 01:57:02.720]  Yeah, i'm glad you could fill that up because I didn't want to misrepresent anything but thank you because
[01:57:03.600 --> 01:57:09.920]  Oh, i'm sorry to go out to this but that's what I thought my my forbidden can um
[01:57:11.280 --> 01:57:13.460]  Forbidden candy from leo from aficionado
[01:57:14.020 --> 01:57:20.500]  It but to like good name royal f9 or f11 that's the the box that I bought
[01:57:22.100 --> 01:57:25.060]  Poor maria thought I would brought home a ring for her. She's
[01:57:25.940 --> 01:57:31.460]  I don't want to say that too loud, but like that way that was packaged and I was like look look honey
[01:57:32.100 --> 01:57:38.200]  Oh god, I can see that one backfiring. That's a meme waiting to happen somebody opening their seed box
[01:57:43.460 --> 01:57:50.580]  But seriously that that that I showed it earlier but that that's what I thought that was forbidden candy was
[01:57:51.700 --> 01:57:56.500]  Leo's, uh version of that to a royal's, uh, kush's nine or eleven or something
[01:57:58.960 --> 01:58:05.860]  Tantalizing do you know josh that forbidden can the forbidden candy?
[01:58:09.780 --> 01:58:11.780]  No, um
[01:58:12.580 --> 01:58:20.500]  I mean, I know that he bred with the forbidden fruit. I had that on a pineapple lineage, uh a
[01:58:22.880 --> 01:58:29.300]  Pineapple sorbet that was really good that he had years ago. Um, and
[01:58:31.300 --> 01:58:36.660]  I can also think of a sangria variety that he bred that was very orange
[01:58:36.820 --> 01:58:39.860]  But I don't think that those are either of those so no well
[01:58:40.820 --> 01:58:42.820]  The this is the forbidden candy
[01:58:43.300 --> 01:58:49.800]  And it says it's grape ape times grapefruit times unknown times rile. What is the genetics?
[01:58:51.780 --> 01:58:55.540]  Grape ape grapefruit times unknown. Isn't that skittles?
[01:59:04.460 --> 01:59:07.260]  Grape ape times grapefruit i'm losing
[01:59:08.540 --> 01:59:13.580]  Wasn't that wasn't that? I've never i've never heard a clear answer on it to be honest
[01:59:14.140 --> 01:59:17.820]  I've heard people other than third gen saying it was theirs
[01:59:18.780 --> 01:59:23.580]  No, no, no, I know that but I was wondering what this was because I thought that's what this this was skittles
[01:59:23.660 --> 01:59:25.820]  Basically just crossed to this royal nine
[01:59:27.020 --> 01:59:28.140]  um
[01:59:28.140 --> 01:59:30.640]  You know rest maybe uh, mandelbrot's f9
[01:59:35.340 --> 01:59:40.460]  Well, that's another thing too though, it's like so anyway, i'm sorry I didn't mean to get sidetracked but I thought oh shit
[01:59:40.460 --> 01:59:42.460]  Maybe he'll know because right
[01:59:43.660 --> 01:59:45.660]  No name for it forbidden candy
[01:59:46.540 --> 01:59:50.620]  It's not forbidden fruit. It's forbidden candy because when he gave me the vanilla berry pie
[01:59:51.020 --> 01:59:53.580]  I thought it said vanilla cherry pie because of the way that
[01:59:54.220 --> 02:00:01.420]  That maker's mark kind of dripping was over the so he's like no. No, it's not very I mean, it's not cherry. It's berry pie
[02:00:02.860 --> 02:00:04.860]  Yeah, and what was great babe great paper?
[02:00:05.340 --> 02:00:11.340]  Purple at the same cross. I think if you look back at it or what was there was something like that in the uh,
[02:00:11.900 --> 02:00:13.100]  story
[02:00:13.160 --> 02:00:15.160]  apothecary genetics and
[02:00:16.060 --> 02:00:18.140]  Similar cross or similar parentage
[02:00:20.700 --> 02:00:22.700]  Granddaddy purple was better. They said
[02:00:23.900 --> 02:00:28.460]  It's the magnum opus i'm thinking maybe I don't know. That's what everybody says still
[02:00:30.940 --> 02:00:35.020]  Granddaddy purple like knocked me out. I remember the first time I smoked it
[02:00:35.820 --> 02:00:39.900]  My friends and I were moving some plants up the mountain and one of them just like passed out
[02:00:39.900 --> 02:00:43.760]  We couldn't even get him to wake up and I was like, wow, what an interesting variety
[02:00:44.460 --> 02:00:49.980]  you always notice those heavy varieties those heavy hitters when they first show up because some people just like
[02:00:51.020 --> 02:00:57.900]  They get knocked over, you know, and that variety has always had that legacy. We really like the jaeger in our area, too
[02:00:57.980 --> 02:00:59.580]  It's a pure kush
[02:00:59.580 --> 02:01:00.920]  purple kush
[02:01:00.920 --> 02:01:06.140]  Hindu kush land race lineage that has a really strong anise smell
[02:01:06.780 --> 02:01:09.260]  it's one of the strongest weeds i've ever smoked and
[02:01:10.060 --> 02:01:17.420]  It's like only 17 percent. So there's so much more to the terpenes into the cannabinoids into the way that they all like
[02:01:17.900 --> 02:01:23.500]  Work and go through the system, you know, you just can't always like measure these things. Um
[02:01:24.220 --> 02:01:26.220]  You know scientifically
[02:01:26.380 --> 02:01:31.500]  Right. Well, I mean to that point too like the the forbidden fruit we were just talking about
[02:01:31.900 --> 02:01:37.520]  Forbidden fruit came into the shop when I was doing retail and their testing was it was like 15.4
[02:01:38.400 --> 02:01:44.020]  Nobody would even look at it knowing that percentage but it was the frostiest
[02:01:45.280 --> 02:01:50.240]  Freaking flower we had in the display cases and I just told everybody i'm like look
[02:01:51.040 --> 02:01:53.680]  Don't tell them the thc just take out the bag
[02:01:54.240 --> 02:02:00.560]  Let them look at just let them look at it. Everybody who showed it to boom took it didn't even flip it over
[02:02:00.880 --> 02:02:02.880]  they just took it so
[02:02:03.280 --> 02:02:08.160]  You're right they didn't come back and complain either because this was one of those stores where people love to tell you all about their
[02:02:08.220 --> 02:02:09.600]  $10 dabs
[02:02:09.600 --> 02:02:10.480]  um
[02:02:10.480 --> 02:02:15.920]  But yeah, so it hit man it hit it didn't test high but it hit so add that magic sauce to it
[02:02:16.320 --> 02:02:17.680]  and that's like
[02:02:17.680 --> 02:02:20.400]  And that's all terpenes, right the forbidden fruit
[02:02:23.120 --> 02:02:26.720]  Yeah, oh yeah, it was it was like it's like you can smell it
[02:02:27.440 --> 02:02:33.680]  From across the room like no matter how big the room is right like you can smell the terpenes through the smoke
[02:02:35.360 --> 02:02:37.360]  If you if you got a bag in your pocket
[02:02:38.640 --> 02:02:40.640]  If you came through in this smoke
[02:02:43.040 --> 02:02:49.840]  Yeah, yeah, I always call that party weed, you know, it's not like the heavy weed i'm trying to smoke myself alone
