[00:03.840 --> 00:31.220]  Welcome back, podcast world!
[01:42:48.400 --> 01:42:52.800]  If you need new genetics for your garden, I highly recommend the Hella Dank Seed Company.
[01:42:52.800 --> 01:42:56.280]  You can find them at dankseed.store.
[01:42:56.280 --> 01:43:00.400]  Ladies and gentlemen, roll up a fat joint, pack up the bong, or start heating up that
[01:43:00.400 --> 01:43:11.000]  dab rig because it's time for another episode of the Grow From Your Heart podcast.
[01:43:11.000 --> 01:43:12.220]  Welcome back, podcast world.
[01:43:12.220 --> 01:43:15.120]  It's time for episode 328 of the Grow From Your Heart podcast.
[01:43:15.120 --> 01:43:16.120]  Thanks again for joining me.
[01:43:16.120 --> 01:43:19.400]  You know I like to start the show off by letting you know what I'm dabbing.
[01:43:19.400 --> 01:43:24.040]  Today I'm smoking Stardog Ambrosia Batter from our friends at Apothecary Farms.
[01:43:24.040 --> 01:43:26.080]  If you know me, you know I love the Stardog.
[01:43:26.080 --> 01:43:27.200]  I love the aroma.
[01:43:27.200 --> 01:43:28.240]  I love the flavor.
[01:43:28.240 --> 01:43:29.240]  I love the high.
[01:43:29.240 --> 01:43:30.240]  I love the way it grows.
[01:43:30.240 --> 01:43:32.800]  And of course, I love taking pictures of Stardog.
[01:43:32.800 --> 01:43:34.840]  She's a very photogenic strain.
[01:43:34.840 --> 01:43:40.280]  So today I'm taking dabs of Stardog Ambrosia Batter from our friends at Apothecary.
[01:43:40.280 --> 01:43:43.660]  Now if you've been following the show lately, you've probably caught the episodes about
[01:43:43.660 --> 01:43:46.920]  determining ripeness of your cannabis plants.
[01:43:46.920 --> 01:43:49.800]  Then we did an episode about flushing your plants.
[01:43:49.800 --> 01:43:51.940]  Then we did an episode about harvesting.
[01:43:51.940 --> 01:43:55.080]  Then we did an episode about drying and curing your cannabis plants.
[01:43:55.080 --> 01:43:57.000]  Then we did an episode about trimming.
[01:43:57.000 --> 01:44:02.840]  Now it is time to clean up the grow room and get restarted for the next cycle.
[01:44:02.840 --> 01:44:06.520]  Let's talk a little bit about after harvest cleaning.
[01:44:06.520 --> 01:44:10.880]  It sounds pretty basic, but there are a few things you may overlook.
[01:44:10.880 --> 01:44:14.720]  Now if you had bugs or powdery mildew, you may want to step up your cleaning product.
[01:44:14.720 --> 01:44:17.100]  You may want to step up your cleaning regimen.
[01:44:17.100 --> 01:44:21.440]  But if you didn't have any bugs or any issues, I think a light bleach and water solution
[01:44:21.440 --> 01:44:22.440]  should work.
[01:44:22.440 --> 01:44:27.560]  Or maybe you might want to get yourself some Fizan and use 15 to 20 mils of Fizan per gallon
[01:44:27.560 --> 01:44:28.560]  of water.
[01:44:28.560 --> 01:44:30.600]  Use that to clean up your whole grow.
[01:44:30.600 --> 01:44:34.080]  Either way, whatever product you use, let's clean everything.
[01:44:34.080 --> 01:44:35.880]  Let's clean the walls.
[01:44:35.880 --> 01:44:38.160]  Wipe down every inch of every wall.
[01:44:38.160 --> 01:44:41.720]  Start at one section at the top and just work your way down and to the right.
[01:44:41.720 --> 01:44:45.760]  And then just keep going until you've covered every inch of that grow room.
[01:44:45.760 --> 01:44:47.780]  Also if you can reach, scrub the ceiling.
[01:44:47.780 --> 01:44:49.160]  If you can't reach, find me.
[01:44:49.160 --> 01:44:50.520]  I can probably reach.
[01:44:50.520 --> 01:44:52.400]  If not, get a ladder.
[01:44:52.400 --> 01:44:53.520]  Scrub the ceiling.
[01:44:53.520 --> 01:44:58.040]  Let's clean it with either bleach and hot water or Fizan and hot water and just get
[01:44:58.040 --> 01:45:01.440]  anything off of there that may be hiding that we don't want in that grow room.
[01:45:01.440 --> 01:45:03.600]  Maybe you've got a spider mite up there chilling out.
[01:45:03.600 --> 01:45:06.880]  Maybe you've got a little bit of powdery mildew spore that you don't know about.
[01:45:06.880 --> 01:45:09.600]  Maybe there's a piece of pollen up there that you don't know about.
[01:45:09.600 --> 01:45:11.920]  Let's clean everything just to be sure.
[01:45:11.920 --> 01:45:12.960]  So clean the walls.
[01:45:12.960 --> 01:45:14.480]  Clean the ceiling.
[01:45:14.480 --> 01:45:16.960]  Clean your light reflectors.
[01:45:16.960 --> 01:45:17.960]  Clean the lights.
[01:45:17.960 --> 01:45:20.720]  The top of the lights, they're probably dusty up on top.
[01:45:20.720 --> 01:45:23.560]  The reflectors, they're dusty on the inside.
[01:45:23.560 --> 01:45:24.920]  Clean those things.
[01:45:24.920 --> 01:45:28.200]  Take this opportunity while the room's empty and clean everything, you guys.
[01:45:28.200 --> 01:45:31.320]  So take the light reflectors down if you think they need some cleaning.
[01:45:31.320 --> 01:45:32.320]  Clean them.
[01:45:32.320 --> 01:45:33.800]  Hang them back up.
[01:45:33.800 --> 01:45:34.980]  Clean your fans.
[01:45:34.980 --> 01:45:37.040]  Take the fans off of the wall.
[01:45:37.040 --> 01:45:38.840]  Take the little grate off the front.
[01:45:38.840 --> 01:45:40.920]  Unscrew the little thing that holds the blades on.
[01:45:40.920 --> 01:45:42.360]  Take the blades off.
[01:45:42.360 --> 01:45:43.360]  Clean the blades.
[01:45:43.360 --> 01:45:44.560]  I know they're dirty.
[01:45:44.560 --> 01:45:46.280]  Fans get disgusting.
[01:45:46.280 --> 01:45:51.120]  The grate on the back is filled with muck and hair and just weird random gunk that I
[01:45:51.120 --> 01:45:53.040]  can't even tell you what it is.
[01:45:53.040 --> 01:45:54.400]  Clean that shit out of there.
[01:45:54.400 --> 01:45:57.480]  You're probably going to be disgusted that you've been blowing that shit around in your
[01:45:57.480 --> 01:45:58.480]  grow.
[01:45:58.480 --> 01:45:59.480]  Clean your fans.
[01:45:59.480 --> 01:46:03.480]  While you're cleaning the fans, look at anything that moves air or blows air.
[01:46:03.480 --> 01:46:06.760]  Look at the air return on your dehumidifier.
[01:46:06.760 --> 01:46:09.960]  That thing's pulling in a bunch of water and a bunch of air and then it's blowing air back
[01:46:09.960 --> 01:46:10.960]  out.
[01:46:10.960 --> 01:46:12.400]  Does that filter need to be changed?
[01:46:12.400 --> 01:46:15.000]  Does that dehumidifier need to be cleaned off?
[01:46:15.000 --> 01:46:19.480]  Is the water line that's draining water out of your dehumidifier, is it gunky?
[01:46:19.480 --> 01:46:20.800]  Does it need to be cleaned?
[01:46:20.800 --> 01:46:25.600]  Is the reservoir that you're draining your dehumidifier water into starting to develop
[01:46:25.600 --> 01:46:27.160]  slime and algae?
[01:46:27.160 --> 01:46:29.040]  If so, you need to clean that.
[01:46:29.040 --> 01:46:31.240]  Stay on top of those sort of things.
[01:46:31.240 --> 01:46:32.240]  Clean the walls.
[01:46:32.240 --> 01:46:33.240]  Clean the lights.
[01:46:33.240 --> 01:46:34.240]  Clean the fans.
[01:46:34.240 --> 01:46:35.240]  Clean your dehumidifier.
[01:46:35.240 --> 01:46:36.240]  Dust everything.
[01:46:36.240 --> 01:46:38.600]  The top of everything is dusty.
[01:46:38.600 --> 01:46:40.200]  The top of everything is funky.
[01:46:40.200 --> 01:46:42.120]  You've been spraying pesticides in there.
[01:46:42.240 --> 01:46:45.560]  Imagine you sprayed some sticky pesticide like Azimax in there.
[01:46:45.560 --> 01:46:47.080]  Then it got dusty.
[01:46:47.080 --> 01:46:48.560]  It's just sticking to the Azimax.
[01:46:48.560 --> 01:46:49.560]  It's funky.
[01:46:49.560 --> 01:46:50.560]  It's gross.
[01:46:50.560 --> 01:46:51.560]  Clean everything.
[01:46:51.560 --> 01:46:53.520]  Wipe it and dust the tops of everything.
[01:46:53.520 --> 01:46:54.960]  Clean your hydro tables.
[01:46:54.960 --> 01:46:57.000]  If you've got tables in the room, clean them.
[01:46:57.000 --> 01:47:00.440]  If you've got trays and you can take them outside, take them outside.
[01:47:00.440 --> 01:47:01.440]  Spray them down with the hose.
[01:47:01.440 --> 01:47:04.640]  If you've got a power washer, hit them with the power washer.
[01:47:04.640 --> 01:47:07.840]  If those tables are real dirty, scrub them down with some Fizan.
[01:47:07.840 --> 01:47:09.360]  Scrub them down with some bleach.
[01:47:09.360 --> 01:47:11.840]  Make sure you rinse them out real good and just get them real clean.
[01:47:12.560 --> 01:47:13.560]  The Fizan is going to foam up.
[01:47:13.560 --> 01:47:14.560]  Be prepared for that.
[01:47:14.560 --> 01:47:16.280]  You're going to make foam with Fizan.
[01:47:16.280 --> 01:47:19.640]  Make sure you clean everything out when you're done using cleaning products.
[01:47:19.640 --> 01:47:24.260]  Clean out your tables and reservoirs really well if you use a cleaning product.
[01:47:24.260 --> 01:47:26.200]  Rinse the shit out of those hydro tables.
[01:47:26.200 --> 01:47:28.760]  Rinse the shit out of all your tubing and all of your lines.
[01:47:28.760 --> 01:47:32.560]  Clean that stuff so that it's not clogged and so there's no algae in there.
[01:47:32.560 --> 01:47:35.560]  Here's something people don't pay enough attention to.
[01:47:35.560 --> 01:47:36.560]  Clean the floor.
[01:47:36.560 --> 01:47:37.560]  Yes, I know.
[01:47:37.560 --> 01:47:39.800]  We just walk on the floor all day, right?
[01:47:39.800 --> 01:47:40.800]  Sweep it.
[01:47:40.800 --> 01:47:41.800]  Mop it.
[01:47:42.440 --> 01:47:46.920]  If you've got some sort of poly film or panda film on the floor, some sort of subfloor,
[01:47:46.920 --> 01:47:48.320]  does it need to be replaced?
[01:47:48.320 --> 01:47:49.760]  Are there holes in it?
[01:47:49.760 --> 01:47:53.440]  Has your poly or your panda film started stretching and getting holes from the staples?
[01:47:53.440 --> 01:47:55.720]  Do you need to duct tape some spots?
[01:47:55.720 --> 01:47:57.560]  Check that kind of stuff out.
[01:47:57.560 --> 01:47:58.900]  Clean your floors.
[01:47:58.900 --> 01:48:00.120]  Everything lands on the floor.
[01:48:00.120 --> 01:48:01.480]  The floor is gross.
[01:48:01.480 --> 01:48:02.480]  Clean it up.
[01:48:02.480 --> 01:48:04.580]  Also, here's something I should mention.
[01:48:04.580 --> 01:48:09.360]  If you've got light reflectors with glass on them so that they're air cooled, clean
[01:48:09.360 --> 01:48:10.360]  that glass.
[01:48:10.360 --> 01:48:11.600]  Take that glass out.
[01:48:11.600 --> 01:48:13.080]  Take that shit down with some Windex.
[01:48:13.080 --> 01:48:14.940]  Let it dry and put it back.
[01:48:14.940 --> 01:48:16.640]  Clean the reflector glass.
[01:48:16.640 --> 01:48:19.480]  Also, clean all of your air conditioner filters.
[01:48:19.480 --> 01:48:20.480]  Check them.
[01:48:20.480 --> 01:48:21.480]  Make sure they are clean.
[01:48:21.480 --> 01:48:24.020]  If you've got ducting anywhere, check your ducting.
[01:48:24.020 --> 01:48:26.520]  Make sure the ducting isn't bent in any weird places.
[01:48:26.520 --> 01:48:27.720]  Make sure there are no clogs.
[01:48:27.720 --> 01:48:30.080]  Make sure all of your duct is secured.
[01:48:30.080 --> 01:48:33.280]  Make sure it's duct taped or clamped somewhere so that the air you're trying to move away
[01:48:33.280 --> 01:48:37.920]  from the grow doesn't accidentally end up being blown right where you don't need it.
[01:48:37.920 --> 01:48:41.200]  If you've got a leak, that air is just going to come flying out of there.
[01:48:41.200 --> 01:48:44.720]  You may just be moving the heat from the light right back into the grow room.
[01:48:44.720 --> 01:48:47.000]  Then your air conditioner has to work harder.
[01:48:47.000 --> 01:48:50.640]  You can't figure out why the room isn't cooling down and it gets frustrating.
[01:48:50.640 --> 01:48:52.200]  Check all of your ducting.
[01:48:52.200 --> 01:48:53.200]  Check your carbon filter.
[01:48:53.200 --> 01:48:56.060]  Is that carbon filter still filtering?
[01:48:56.060 --> 01:48:58.200]  Can you smell the herb outside when you grow?
[01:48:58.200 --> 01:49:01.820]  Did anybody mention that your harvest stunk really badly?
[01:49:01.820 --> 01:49:03.360]  How long have you had that carbon filter?
[01:49:03.360 --> 01:49:04.760]  Did you write it down?
[01:49:04.760 --> 01:49:08.000]  You should know when that carbon filter needs to be replaced.
[01:49:08.000 --> 01:49:10.120]  A lot of the brands say they will last two years.
[01:49:10.120 --> 01:49:11.880]  I never believe in that.
[01:49:11.880 --> 01:49:14.720]  I've never had a carbon filter last two years.
[01:49:14.720 --> 01:49:19.360]  Also, that carbon filter cover, maybe you're going to leave that filter there for two years
[01:49:19.360 --> 01:49:21.600]  and it's got that little dust cover on it.
[01:49:21.600 --> 01:49:27.160]  Take that ugly thing off, throw it in the washer with some OxiClean and clean that thing.
[01:49:27.160 --> 01:49:32.400]  Nobody wants to see your pictures of your black and gray carbon filter dust cover.
[01:49:32.400 --> 01:49:33.400]  That is gross.
[01:49:33.400 --> 01:49:36.240]  Also, you guys, get in there and clean out the reservoir.
[01:49:36.240 --> 01:49:40.080]  If you've got a reservoir that you mix your nutrients in or that you use as part of your
[01:49:40.080 --> 01:49:45.440]  hydro system that you're pumping your nutrients from right to your plants, clean that reservoir.
[01:49:45.440 --> 01:49:47.040]  Why wouldn't you want to clean fresh start?
[01:49:47.040 --> 01:49:51.080]  You don't want biofilm and funk in there because that's going directly to your plants.
[01:49:51.080 --> 01:49:52.640]  Also, clean all of the tubing.
[01:49:52.640 --> 01:49:57.520]  I've already said that once, but clean it all because all that gunk will end up into
