[00:01.920 --> 00:03.800]  What's up, Podcast World?
[01:42:02.270 --> 01:42:03.790]  I know that that's a very,
[01:42:03.790 --> 01:42:05.830]  I think they're talking about using tanks
[01:42:05.830 --> 01:42:07.670]  is what they're afraid of because it's unsafe.
[01:42:07.670 --> 01:42:09.190]  Because we have to travel with tanks
[01:42:09.190 --> 01:42:11.710]  and we don't have any sort of licensing or anything.
[01:42:11.710 --> 01:42:12.550]  Oh Jesus.
[01:42:12.550 --> 01:42:15.270]  But my argument, because I am going to go to city council
[01:42:15.270 --> 01:42:17.630]  when this comes up, I'm going to say,
[01:42:17.630 --> 01:42:19.710]  this is available at the hydroponic store.
[01:42:19.710 --> 01:42:23.370]  Why can the guy growing tomatoes or the guy growing orchids
[01:42:23.370 --> 01:42:25.870]  or whatever else he's using, why can he have CO2?
[01:42:25.870 --> 01:42:28.070]  And since I'm a cannabis grower, I cannot.
[01:42:29.070 --> 01:42:31.150]  I drive around with a bottle of acetylene.
[01:42:31.170 --> 01:42:33.290]  You want to talk about something fucking dangerous.
[01:42:33.290 --> 01:42:34.330]  Yeah.
[01:42:34.330 --> 01:42:35.770]  I have no special license.
[01:42:35.770 --> 01:42:38.170]  I went down to Airgas and they gave it to me.
[01:42:38.170 --> 01:42:41.010]  I signed a contract that says I wouldn't damage their bottle
[01:42:41.010 --> 01:42:42.330]  but I'm not.
[01:42:42.330 --> 01:42:43.170]  That's all they cared about.
[01:42:43.170 --> 01:42:44.530]  Don't ruin their container.
[01:42:44.530 --> 01:42:46.850]  I could blow up a freaking building with that.
[01:42:46.850 --> 01:42:48.930]  Not that I'm going to.
[01:42:48.930 --> 01:42:51.130]  Accidentally you could on accident.
[01:42:53.370 --> 01:42:56.690]  The capability lies there.
[01:42:59.010 --> 01:43:00.250]  You'd be the last one to ever do that bro.
[01:43:00.270 --> 01:43:01.090]  Don't worry.
[01:43:01.090 --> 01:43:02.070]  I know you just said that and you got paranoid
[01:43:02.070 --> 01:43:02.910]  right after you said it.
[01:43:02.910 --> 01:43:04.350]  You're like, I can't say that on the air, can I?
[01:43:04.350 --> 01:43:05.390]  I can't say that shit.
[01:43:05.390 --> 01:43:06.390]  Abort.
[01:43:06.390 --> 01:43:07.630]  Yeah.
[01:43:07.630 --> 01:43:10.190]  There's so many more dangerous things out there than.
[01:43:10.190 --> 01:43:11.030]  Yeah.
[01:43:11.030 --> 01:43:11.950]  Anyways, yeah.
[01:43:11.950 --> 01:43:12.790]  Yeah, I agree with you.
[01:43:12.790 --> 01:43:14.470]  Let's save this for Mike.
[01:43:14.470 --> 01:43:15.310]  Save this for Mike.
[01:43:15.310 --> 01:43:17.550]  Mike, we need you back on the show here in a week or two
[01:43:17.550 --> 01:43:18.790]  because you've been going to those meetings.
[01:43:18.790 --> 01:43:19.630]  Dude, thanks a lot.
[01:43:19.630 --> 01:43:20.450]  That is not my thing.
[01:43:20.450 --> 01:43:22.870]  I'm so glad you're gone, but we need you to come update us
[01:43:22.870 --> 01:43:24.230]  with what's going on in our community
[01:43:24.230 --> 01:43:26.350]  and what kind of rules they're trying to enforce on us.
[01:43:26.350 --> 01:43:29.590]  I wanted to go the other night, but fucking weather.
[01:43:29.890 --> 01:43:31.930]  The weather and the growers have been busy.
[01:43:31.930 --> 01:43:32.770]  That was a night that got shitty.
[01:43:32.770 --> 01:43:34.290]  It's yeah.
[01:43:34.290 --> 01:43:36.810]  It went from like, ooh, it's kind of chilly out
[01:43:36.810 --> 01:43:39.050]  to oh my God, it's snowing instantly.
[01:43:39.050 --> 01:43:41.210]  Yeah, I think I was wearing shorts that day.
[01:43:41.210 --> 01:43:43.530]  Yeah, it was like 60 degrees.
[01:43:43.530 --> 01:43:48.090]  And within an hour it was fucking damn near freezing.
[01:43:48.090 --> 01:43:50.010]  Minus six was cold the other night.
[01:43:50.010 --> 01:43:51.190]  I was driving home.
[01:43:51.190 --> 01:43:53.050]  It was nice and cold at minus six.
[01:43:53.050 --> 01:43:54.370]  It's fricking cold right now, man.
[01:43:54.370 --> 01:43:57.210]  It was coming down like crazy out there.
[01:43:57.210 --> 01:43:59.210]  I'm getting better at it.
[01:43:59.830 --> 01:44:00.730]  Once you're prepared, the first few winter,
[01:44:00.730 --> 01:44:01.630]  I'm from California, dude.
[01:44:01.630 --> 01:44:03.390]  When I first moved here, winter killed me.
[01:44:03.390 --> 01:44:05.330]  And now I don't get, I'm a knock on wood.
[01:44:05.330 --> 01:44:07.070]  I don't get sick like I used to.
[01:44:07.070 --> 01:44:09.190]  When I first moved here, I'd get terribly sick every winter
[01:44:09.190 --> 01:44:11.470]  just because I didn't know what to do with minus six.
[01:44:11.470 --> 01:44:14.110]  I have to go to school and I didn't know even how.
[01:44:14.110 --> 01:44:14.950]  What do you do?
[01:44:14.950 --> 01:44:16.470]  How do you even dress for this?
[01:44:16.470 --> 01:44:19.350]  You got to dress like it's Antarctica to get to school.
[01:44:19.350 --> 01:44:21.630]  And then when you get to school, it's 77 in the classroom.
[01:44:21.630 --> 01:44:23.030]  So now you're sweating your ass off.
[01:44:23.030 --> 01:44:24.870]  I had to learn how to adjust without getting sick.
[01:44:24.870 --> 01:44:25.710]  It's weird.
[01:44:25.710 --> 01:44:28.790]  I'm from Durango, so I've been used to it.
[01:44:29.650 --> 01:44:32.290]  Living in Pueblo softened me up.
[01:44:32.290 --> 01:44:35.250]  So this is like, whoa.
[01:44:35.250 --> 01:44:37.130]  I think these genera, we were talking about this earlier.
[01:44:37.130 --> 01:44:40.330]  These generations are getting softer as we go.
[01:44:40.330 --> 01:44:41.610]  We were talking about a doctor.
[01:44:41.610 --> 01:44:43.450]  Our good buddy Spence had his appendix removed
[01:44:43.450 --> 01:44:45.470]  and Jesse was kind enough to post a meme
[01:44:45.470 --> 01:44:47.730]  of a doctor removing his own damn appendix
[01:44:47.730 --> 01:44:49.170]  on Spencer's Facebook.
[01:44:49.170 --> 01:44:50.970]  That's pretty cute.
[01:44:50.970 --> 01:44:52.910]  But this generation, I don't know how many people
[01:44:52.910 --> 01:44:54.950]  would just reach down and remove their own appendix.
[01:44:54.950 --> 01:44:56.290]  We're too entitled.
[01:44:56.290 --> 01:44:57.930]  Shouldn't somebody else do this?
[01:44:59.290 --> 01:45:01.770]  It's kind of where we are.
[01:45:01.770 --> 01:45:04.170]  Guys, if you have more questions about a hydro hut,
[01:45:04.170 --> 01:45:05.210]  I'm pretty good at them.
[01:45:05.210 --> 01:45:07.010]  I just don't know what to say.
[01:45:07.010 --> 01:45:08.930]  If you got a question, I can set up your hydro hut
[01:45:08.930 --> 01:45:09.770]  like a champ.
[01:45:09.770 --> 01:45:11.490]  I can give you a lot of advice on that.
[01:45:12.690 --> 01:45:15.890]  Bracing, sometimes these hoods and you get a carbon filter
[01:45:15.890 --> 01:45:18.450]  and a blower and everything hung up there.
[01:45:18.450 --> 01:45:20.450]  Easy ways to brace it.
[01:45:20.450 --> 01:45:21.450]  It's a good idea.
[01:45:21.450 --> 01:45:26.450]  Go buy some PVC and just fricking tape it really tight
[01:45:26.950 --> 01:45:30.430]  or tie it to the other roof beams.
[01:45:30.430 --> 01:45:32.990]  That'll help give you a little structure up there.
[01:45:32.990 --> 01:45:35.750]  I've seen someone screw up.
[01:45:35.750 --> 01:45:36.950]  They had a four by four hood.
[01:45:36.950 --> 01:45:39.030]  So they took a four by four piece of plywood
[01:45:39.030 --> 01:45:41.870]  and screwed it to the roof on the outside.
[01:45:41.870 --> 01:45:44.150]  And that really, really strengthened that.
[01:45:44.150 --> 01:45:47.630]  Yeah, man, the dude could have stood on the top of it.
[01:45:47.630 --> 01:45:49.310]  Nice, they are a little rickety.
[01:45:49.310 --> 01:45:50.350]  They're a little wobbly.
[01:45:50.350 --> 01:45:52.550]  If you're putting like a heavy,
[01:45:52.550 --> 01:45:54.630]  if you don't have the right carbon filter,
[01:45:54.630 --> 01:45:55.910]  the good carbon filters are heavy.
[01:45:56.410 --> 01:45:57.650]  They sell lighter ones that are more expensive.
[01:45:57.650 --> 01:45:58.730]  If you don't have that one,
[01:45:58.730 --> 01:46:00.530]  put a lot of weight up there.
[01:46:00.530 --> 01:46:01.570]  A light is expensive.
[01:46:01.570 --> 01:46:04.210]  If you're hanging like a triple XL Raptor,
[01:46:04.210 --> 01:46:05.370]  that's some heavy shit.
[01:46:06.410 --> 01:46:08.930]  You probably don't need one of those in a tent.
[01:46:08.930 --> 01:46:11.410]  Just a little, you know, tent there.
[01:46:12.730 --> 01:46:16.450]  What are the eight inch sun?
[01:46:18.010 --> 01:46:20.410]  Oh, sun stars.
[01:46:20.410 --> 01:46:21.250]  No.
[01:46:21.250 --> 01:46:22.690]  Yeah, I know exactly which reflectors I love.
[01:46:22.690 --> 01:46:23.930]  And the Radian sixes.
[01:46:23.930 --> 01:46:25.690]  Oh yeah, the radian six or the radian eight.
[01:46:26.430 --> 01:46:27.270]  It's about the size of a shoe box.
[01:46:27.270 --> 01:46:28.090]  It's nice and light.
[01:46:28.090 --> 01:46:28.930]  Those are great.
[01:46:28.930 --> 01:46:30.710]  I think instead of a big wide reflector,
[01:46:30.710 --> 01:46:32.990]  a little reflector is better because,
[01:46:32.990 --> 01:46:35.470]  and you can make a sexual joke out of this if you want,
[01:46:35.470 --> 01:46:36.830]  but I want it to go deeper.
[01:46:36.830 --> 01:46:38.210]  I don't want it so wide.
[01:46:39.510 --> 01:46:42.350]  I want my light to penetrate the canopy a little more.
[01:46:42.350 --> 01:46:43.190]  I was gonna say you get better penetration.
[01:46:43.190 --> 01:46:44.910]  Yeah, I want more penetration.
[01:46:44.910 --> 01:46:46.590]  I don't need you tearing it apart so wide.
[01:46:46.590 --> 01:46:47.430]  Go deeper.
[01:46:47.430 --> 01:46:50.270]  It's still, I mean, you got a thousand watts
[01:46:50.270 --> 01:46:51.590]  is a thousand watts.
[01:46:51.590 --> 01:46:54.950]  So if your reflector spreading it out to a five by five area
[01:46:54.970 --> 01:46:56.570]  or you have a reflector spreading it out
[01:46:56.570 --> 01:47:00.290]  to a three by three area, which, you know,
[01:47:00.290 --> 01:47:02.250]  reflector you're gonna get a better value
[01:47:02.250 --> 01:47:03.610]  for that thousand watts from.
[01:47:03.610 --> 01:47:05.810]  And in my opinion, it's gonna be the three by three
[01:47:05.810 --> 01:47:06.650]  every time.
[01:47:06.650 --> 01:47:07.470]  Absolutely.
[01:47:07.470 --> 01:47:09.610]  And in those huts, those huts are very well made
[01:47:09.610 --> 01:47:11.650]  with that reflective material in there.
[01:47:11.650 --> 01:47:14.170]  I feel like I get a lot more lumens out of those huts
[01:47:14.170 --> 01:47:15.970]  than I do the open rooms that I run.
[01:47:16.890 --> 01:47:18.210]  For sure.
[01:47:18.210 --> 01:47:20.170]  They take better pictures too.
[01:47:20.170 --> 01:47:21.090]  Yeah, they sure do.
[01:47:21.090 --> 01:47:22.770]  They got that sexy background in there.
[01:47:22.770 --> 01:47:23.610]  All right.
[01:47:23.610 --> 01:47:24.730]  So most of this is the same.
[01:47:25.510 --> 01:47:26.350]  If you're working in a bedroom or a closet,
[01:47:26.350 --> 01:47:28.350]  just on a smaller scale,
[01:47:28.350 --> 01:47:30.670]  if you can't cut holes for ducting,
[01:47:30.670 --> 01:47:31.590]  try using a window.
[01:47:31.590 --> 01:47:34.150]  We kind of talked about tricking you on the windows.
[01:47:34.150 --> 01:47:37.470]  Once again, use some of that blue foam board.
[01:47:37.470 --> 01:47:38.630]  I don't, I think it's for insulation.
[01:47:38.630 --> 01:47:39.990]  They got it at Lowe's.
[01:47:39.990 --> 01:47:43.470]  Cut that to size, pop that in your window with some duct tape.
[01:47:43.470 --> 01:47:45.370]  If you need to cut holes out of that,
[01:47:45.370 --> 01:47:48.270]  I take, actually I use a pre-made six inch
[01:47:48.270 --> 01:47:50.790]  or eight inch flange that's used for a blower.
[01:47:50.790 --> 01:47:52.790]  And I set that on that blue foam board
[01:47:52.790 --> 01:47:53.750]  and I just step on it.
[01:47:53.770 --> 01:47:55.170]  And that's how I cut holes in my foam board.
[01:47:55.170 --> 01:47:56.610]  Perfect sizes for my ducts.
[01:47:56.610 --> 01:47:57.450]  Nice.
[01:47:57.450 --> 01:47:58.650]  Yeah, put your shoe on and step on it.
[01:47:58.650 --> 01:48:01.490]  That should cut the piss out of it.
[01:48:01.490 --> 01:48:02.490]  Yeah.
[01:48:02.490 --> 01:48:04.370]  And then you gotta knock that out
[01:48:04.370 --> 01:48:05.330]  because it gets stuck in there.
[01:48:05.330 --> 01:48:07.730]  So you gotta use something to punch it out.
[01:48:07.730 --> 01:48:08.570]  It's kind of fun.
[01:48:08.570 --> 01:48:12.210]  Damn, that's a nice little life hack
[01:48:12.210 --> 01:48:13.970]  is the popular new term on that.
[01:48:13.970 --> 01:48:15.530]  Or grow room hack.
[01:48:15.530 --> 01:48:18.730]  Instead of trying to cut, just be lazy and stomp it out.
[01:48:18.730 --> 01:48:20.050]  I always use a drywall saw
[01:48:20.050 --> 01:48:22.250]  and make a gigantic mess everywhere.
[01:48:22.250 --> 01:48:23.090]  Oh yeah.
[01:48:23.550 --> 01:48:24.790]  When you cut that blue foam board,
[01:48:24.790 --> 01:48:26.830]  it's gonna make a gigantic foamy mess everywhere
[01:48:26.830 --> 01:48:28.950]  and it'll clog up your saws like nothing other.
[01:48:28.950 --> 01:48:29.790]  Oh yeah.
[01:48:29.790 --> 01:48:31.030]  It gets real hot.
[01:48:32.630 --> 01:48:34.350]  Yeah, disguise your out ducts.
[01:48:35.270 --> 01:48:38.030]  If you can duct it out of the attic or a chimney,
[01:48:38.030 --> 01:48:39.630]  that's awesome.
[01:48:39.630 --> 01:48:40.710]  You don't want your neighbors seeing.
[01:48:40.710 --> 01:48:42.630]  It's minus six outside right now.
[01:48:42.630 --> 01:48:44.470]  Where my heat is dumping outside,
[01:48:44.470 --> 01:48:46.170]  I'm pretty sure it's making steam.
[01:48:47.030 --> 01:48:47.870]  Yeah.
[01:48:47.870 --> 01:48:48.710]  Yeah.
[01:48:48.710 --> 01:48:50.510]  No matter, even if it's 20 degrees,
[01:48:50.510 --> 01:48:53.030]  it'll probably make steam dumping into minus six.
[01:48:53.970 --> 01:48:56.010]  So they can see your air coming out of your grow space
[01:48:56.010 --> 01:48:58.850]  at 80 degrees coming from the lights.
[01:48:58.850 --> 01:49:00.290]  Yeah, I've seen that before.
[01:49:01.770 --> 01:49:03.210]  Melting snow off the roof.
[01:49:04.210 --> 01:49:05.730]  There was a guy in another neighborhood
[01:49:05.730 --> 01:49:07.410]  that a friend of mine and I used to make fun of
[01:49:07.410 --> 01:49:08.890]  because every morning at seven o'clock,
[01:49:08.890 --> 01:49:10.530]  you could see the blower click in
[01:49:10.530 --> 01:49:13.250]  and the one section would clear from the snow.
[01:49:13.250 --> 01:49:14.210]  About 30 minutes later,
[01:49:14.210 --> 01:49:15.890]  one side of the roof would be all clear.
[01:49:15.890 --> 01:49:17.350]  Like that's where his grow space is.
[01:49:17.350 --> 01:49:19.610]  You can see it in the attic right up there.
[01:49:19.610 --> 01:49:21.890]  All right, so you got all your automation.
[01:49:21.890 --> 01:49:22.930]  You've got everything ducted.
[01:49:23.750 --> 01:49:24.590]  You've got lights going.
[01:49:24.590 --> 01:49:25.410]  We've got timers.
[01:49:26.510 --> 01:49:27.770]  Man, it's almost time to add plants.
[01:49:27.770 --> 01:49:30.550]  I would say, get everything set up, run the room.
[01:49:30.550 --> 01:49:31.870]  Set all of your timers and everything.
[01:49:31.870 --> 01:49:32.830]  Run a cycle or two.
[01:49:32.830 --> 01:49:34.310]  Make sure your air conditioner kicks in
[01:49:34.310 --> 01:49:35.490]  when it gets too hot.
[01:49:35.490 --> 01:49:38.190]  Make sure the lights go off and on as planned.
[01:49:38.190 --> 01:49:39.630]  Pay attention to the temps and humidity
[01:49:39.630 --> 01:49:41.270]  without the plants in the room.
[01:49:41.270 --> 01:49:44.790]  And this is the time to make corrections if you need to.
[01:49:44.790 --> 01:49:47.710]  Also keep in mind, an empty room runs hotter
