[00:03.900 --> 00:31.030]  Welcome back, Podcast World!
[02:01:00.840 --> 02:01:05.400]  the appropriate time and at the appropriate place in the plant.
[02:01:05.400 --> 02:01:10.040]  Now when I say appropriate time, we can do this at just about any point in veg.
[02:01:10.040 --> 02:01:13.280]  Once the plant is large enough, the plants we are talking about are certainly large enough
[02:01:13.280 --> 02:01:16.720]  if we are in large veg, this is prime time for topping.
[02:01:16.720 --> 02:01:23.680]  We have to top approximately 10 to 14 days before we enter the flowering phase.
[02:01:23.680 --> 02:01:30.640]  When we top a cannabis plant, our mission is to remove that top node out of the plant,
[02:01:30.640 --> 02:01:33.980]  that giant one that's sticking out of the top, making it look like a Christmas tree.
[02:01:33.980 --> 02:01:35.680]  We want to remove that.
[02:01:35.680 --> 02:01:40.720]  And our goal is to make the next set of branches become two tops.
[02:01:40.720 --> 02:01:45.040]  And that will create competition within the branches of the plant that will make all of
[02:01:45.040 --> 02:01:48.920]  the branches try to reach up and become the next top.
[02:01:48.920 --> 02:01:54.080]  Basically, somebody killed the king and now all of those next soldiers are trying to be
[02:01:54.080 --> 02:01:55.480]  the next king.
[02:01:55.480 --> 02:02:00.280]  The hormones in the plant will indicate we're missing a top, somebody needs to take over.
[02:02:00.280 --> 02:02:04.080]  Cannabis has a trait that is called apical dominance.
[02:02:04.080 --> 02:02:06.880]  It really wants one dominant top.
[02:02:06.880 --> 02:02:11.280]  When you remove that dominant top, the rest of the tops know there's an opportunity for
[02:02:11.280 --> 02:02:13.120]  them to become that main top.
[02:02:13.120 --> 02:02:18.080]  So you can top the plants at various ages and at various stages.
[02:02:18.080 --> 02:02:19.520]  Let's talk about the process of doing it.
[02:02:19.520 --> 02:02:21.520]  Let me back up and talk about doing it.
[02:02:21.520 --> 02:02:24.960]  Find that top branch where it's too tall, trace it down.
[02:02:24.960 --> 02:02:28.280]  The way I like to do it, I kind of find a spot where I'm thinking about cutting it and
[02:02:28.280 --> 02:02:31.900]  I bend it over and I look at the plant and I say, what would the plant look like without
[02:02:31.900 --> 02:02:33.080]  that section?
[02:02:33.080 --> 02:02:34.520]  Is that too much to cut off?
[02:02:34.520 --> 02:02:36.460]  Is that going to be beneficial?
[02:02:36.460 --> 02:02:38.560]  What is my goal in topping right now?
[02:02:38.560 --> 02:02:43.920]  Mainly, my goal, instead of having one giant top, I want to create sort of a bush so that
[02:02:43.920 --> 02:02:48.080]  I can grow space and not have one giant bud hitting the light.
[02:02:48.080 --> 02:02:52.160]  But instead I can have a four by four section of a bunch of buds growing into the light
[02:02:52.160 --> 02:02:53.680]  instead of just one.
[02:02:53.680 --> 02:02:58.040]  By taking out that main top, you create that whole section into a bush.
[02:02:58.040 --> 02:03:02.820]  So see which one is going to cut out and make the others look like a nice even canopy.
[02:03:02.820 --> 02:03:03.820]  You will see it.
[02:03:03.820 --> 02:03:04.820]  You'll get good at it.
[02:03:04.820 --> 02:03:06.580]  It'll take a little bit of trial and error.
[02:03:06.580 --> 02:03:08.100]  It'll take some confidence.
[02:03:08.100 --> 02:03:11.540]  It is also very strain specific.
[02:03:11.540 --> 02:03:14.540]  Topping an OG Kush or something like that can be a real bitch because the nodes are
[02:03:14.540 --> 02:03:18.180]  so far apart that you just make it look like a Charlie Brown Christmas tree.
[02:03:18.180 --> 02:03:21.900]  But once it grows out of that, it is going to be amazing.
[02:03:21.900 --> 02:03:27.320]  The more sativa dominant stuff, if you top Scarlet Begonias, if you top Storm Shadow,
[02:03:27.320 --> 02:03:30.260]  it makes a beautiful bush and they go crazy.
[02:03:30.260 --> 02:03:34.460]  So kind of grab the top and work your way down with your hand and just kind of look
[02:03:34.460 --> 02:03:36.980]  and see what it would look like if I took this off.
[02:03:36.980 --> 02:03:41.100]  And you'll come to a point, you'll take off one and you'll see two branches that stick
[02:03:41.100 --> 02:03:45.460]  up evenly toward the top and the two branches underneath that almost come right up to that
[02:03:45.460 --> 02:03:46.980]  top section as well.
[02:03:46.980 --> 02:03:50.780]  You'll have four nice new tops and you'll say, that's what Rasta Jeff is talking about.
[02:03:50.780 --> 02:03:53.240]  I want to make these four tops the tops.
[02:03:53.240 --> 02:03:56.700]  Then just cut that one out and you'll see exactly what I've got.
[02:03:56.700 --> 02:03:59.500]  You're probably going to screw up a couple of plants.
[02:03:59.500 --> 02:04:00.620]  That's how you learn stuff.
[02:04:00.620 --> 02:04:02.940]  Musicians have to fuck up songs to learn.
[02:04:02.940 --> 02:04:05.260]  BMX racers have to fall on their face to learn.
[02:04:05.260 --> 02:04:07.820]  Skateboarders get stitches and break bones to learn.
[02:04:07.820 --> 02:04:09.860]  Luckily, we mess up plants.
[02:04:09.860 --> 02:04:11.040]  We can grow more plants.
[02:04:11.040 --> 02:04:14.700]  It doesn't hurt us that bad when we cut up a plant the wrong way.
[02:04:14.700 --> 02:04:17.460]  Hopefully you've got a couple more and you're going to learn.
[02:04:17.460 --> 02:04:21.420]  The cost of cutting that one plant from what you learn from it is invaluable.
[02:04:21.420 --> 02:04:25.020]  So get in there and just play around with the scissors, top some of them, bottom some
[02:04:25.020 --> 02:04:27.860]  of them up, see what they do, finish them.
[02:04:27.860 --> 02:04:29.900]  That way you have some data.
[02:04:29.900 --> 02:04:33.540]  Keep in mind that data is very strain specific.
[02:04:33.540 --> 02:04:37.100]  Like I said earlier, if you're topping an OG Kush plant, you're going to have totally
[02:04:37.100 --> 02:04:41.700]  different results than if you're topping something like a Hayes or a more sativa dominant, like
[02:04:41.700 --> 02:04:43.300]  a golden goat kind of a thing.
[02:04:43.300 --> 02:04:47.380]  The growth structure is just naturally different in those plants.
[02:04:47.380 --> 02:04:51.540]  Now when you're topping your plant, do it at the intersection where it's going to encourage
[02:04:51.540 --> 02:04:54.800]  that plant the most expansive growth.
[02:04:54.800 --> 02:04:58.280]  So if you've got two branches, you've got the main stock coming up, you've got a branch
[02:04:58.280 --> 02:05:02.760]  coming out and then maybe an inch up, you've got a branch coming out, cut right above that
[02:05:02.760 --> 02:05:03.760]  top branch.
[02:05:03.760 --> 02:05:06.880]  You don't need to leave anything hanging off or anything extra.
[02:05:06.880 --> 02:05:10.920]  Cut it right at the intersection where you want to encourage the spread.
[02:05:10.920 --> 02:05:14.920]  You basically want to take an upside down peace sign and you want to turn it into a
[02:05:14.920 --> 02:05:20.000]  Y and those new tops of the Y are going to be the new two tops of the plant.
[02:05:20.000 --> 02:05:23.080]  And then the next two branches, hopefully they'll catch up.
[02:05:23.080 --> 02:05:24.640]  Now that puts me back to why I said,
[02:05:24.640 --> 02:05:29.920]  we want to do this at least 10 to 14 days before we go into flower or much sooner than
[02:05:29.920 --> 02:05:32.280]  that if it's an opportunity.
[02:05:32.280 --> 02:05:34.600]  When we make that cut, we've just cut out the king.
[02:05:34.600 --> 02:05:39.280]  Like I said earlier, we need time for those hormones to move around into the plant and
[02:05:39.280 --> 02:05:43.480]  that helps us when we go into flower, we get much larger bud sets.
[02:05:43.480 --> 02:05:47.900]  If you flower too soon after topping, your plants just create little popcorn buds.
[02:05:47.900 --> 02:05:49.680]  The hormones haven't moved around.
[02:05:49.680 --> 02:05:51.520]  They're not exactly sure what to do.
[02:05:51.520 --> 02:05:53.320]  They're not sure where the top should go.
[02:05:53.760 --> 02:05:55.640]  You just get a bunch of little popcorns.
[02:05:55.640 --> 02:05:59.800]  Give the plant plenty of time to recover, plenty of time to move the hormones and plenty
[02:05:59.800 --> 02:06:04.760]  of time for it to decide where the tops are going to be after topping and before moving
[02:06:04.760 --> 02:06:07.120]  your plants into flower.
[02:06:07.120 --> 02:06:10.840]  Earlier I mentioned that this would be a good opportunity for a clone.
[02:06:10.840 --> 02:06:15.840]  That top you just cut off should be the most robust, hardiest part of your plant.
[02:06:15.840 --> 02:06:19.080]  That will make a great candidate for a clone.
[02:06:19.080 --> 02:06:21.080]  So why not snag that up?
[02:06:21.080 --> 02:06:25.040]  Now you've got a big, fat, healthy clone for the next crop while you're increasing the
[02:06:25.040 --> 02:06:27.400]  productivity of the current crop.
[02:06:27.400 --> 02:06:32.280]  All right, so we've covered two great ways to increase the vigor and productivity of
[02:06:32.280 --> 02:06:33.280]  our plants.
[02:06:33.280 --> 02:06:37.780]  We figured out how to properly move the energy to the part of the plant we want to grow.
[02:06:37.780 --> 02:06:40.480]  You can move it up to the top by taking stuff off the bottom.
[02:06:40.480 --> 02:06:43.440]  You can spread it out by completely eliminating the top.
[02:06:43.440 --> 02:06:48.440]  In that process, we've also created the opportunity to create clones.
[02:06:48.440 --> 02:06:52.000]  Now let's talk about another great technique that I use in a personal garden.
[02:06:52.000 --> 02:06:53.600]  I use this in a breeding program.
[02:06:53.600 --> 02:06:55.680]  I use this in a large commercial grow.
[02:06:55.680 --> 02:06:59.360]  This is something I implement in almost any grow I get to play in.
[02:06:59.360 --> 02:07:01.920]  I call it the pop and twist technique.
[02:07:01.920 --> 02:07:03.880]  You may also know it as super cropping.
[02:07:03.880 --> 02:07:05.800]  It has got a lot of names.
[02:07:05.800 --> 02:07:08.280]  It is the same thing no matter what we call it.
[02:07:08.280 --> 02:07:10.560]  I like to pop the stems of the plant.
[02:07:10.560 --> 02:07:12.880]  I like to kind of pop their knuckles.
[02:07:12.880 --> 02:07:14.320]  I don't know if you can hear that on the microphone.
[02:07:14.320 --> 02:07:15.720]  I tried to get it in there.
[02:07:15.720 --> 02:07:18.400]  That's basically the sound I'm looking for.
[02:07:18.400 --> 02:07:23.000]  Once the plants are a little bit thicker than a pen or a pencil, maybe a Sharpie, I like
[02:07:23.000 --> 02:07:25.480]  to grab them right where they come out of the dirt.
[02:07:25.480 --> 02:07:28.320]  I grab the stalk kind of firmly with one hand.
[02:07:28.320 --> 02:07:32.000]  Then I grab it with another hand right above it and I twist my top hand.
[02:07:32.000 --> 02:07:34.040]  I don't twist that hand that's coming out of the dirt.
[02:07:34.040 --> 02:07:35.160]  I don't want to twist that dirt.
[02:07:35.160 --> 02:07:41.280]  I twist the top hand to where I break the cellulose of the plant, break that outer structure
[02:07:41.280 --> 02:07:42.640]  to where you hear it pop a little bit.
[02:07:42.640 --> 02:07:45.400]  It'll go crunch just like my knuckle did.
[02:07:45.400 --> 02:07:47.800]  It'll make a little pop sound and you'll feel it.
[02:07:47.800 --> 02:07:49.800]  You'll be freaked out the first time.
[02:07:49.800 --> 02:07:50.800]  It's okay.
[02:07:50.800 --> 02:07:51.800]  Don't freak out.
[02:07:51.800 --> 02:07:54.080]  You're doing exactly what I recommend.
[02:07:54.080 --> 02:07:57.840]  This will increase vigor and productivity in a couple of ways.
[02:07:57.840 --> 02:08:00.160]  This will be beneficial in a couple of ways.
[02:08:00.160 --> 02:08:03.160]  Let's talk about that real quick and we'll talk more about how to do this throughout
[02:08:03.160 --> 02:08:04.800]  the entire plant.
[02:08:04.800 --> 02:08:07.920]  The first thing you'll notice when you're popping the knuckles on these plants is they
[02:08:07.920 --> 02:08:10.960]  will start to make little knuckles on the branches.
[02:08:10.960 --> 02:08:16.440]  I feel like these make the plants more stout, more robust so that when they start to grow
[02:08:16.440 --> 02:08:20.320]  buds, those branches can hold up bigger buds.
[02:08:20.320 --> 02:08:21.840]  Bigger branches, bigger buds.
[02:08:21.840 --> 02:08:22.840]  That makes sense.
